episode,survival_steps_agent0,epsilon,intrinsic_weight,env_steps_all_agents,total_env_steps_cumulative
77,43,0.679794,1.000000,344,32232
78,45,0.676395,1.000000,360,32592
79,64,0.673013,1.000000,512,33104
80,49,0.669648,1.000000,392,33496
81,47,0.666300,1.000000,376,33872
82,47,0.662968,1.000000,376,34248
83,47,0.659653,1.000000,376,34624
84,47,0.656355,1.000000,376,35000
85,47,0.653073,1.000000,376,35376
86,51,0.649808,1.000000,408,35784
87,46,0.646559,1.000000,368,36152
88,47,0.643326,1.000000,376,36528
89,48,0.640109,1.000000,384,36912
90,47,0.636909,1.000000,376,37288
91,54,0.633724,1.000000,432,37720
92,49,0.630556,1.000000,392,38112
93,51,0.627403,1.000000,408,38520
94,51,0.624266,1.000000,408,38928
95,47,0.621145,1.000000,376,39304
96,68,0.618039,1.000000,544,39848
97,50,0.614949,1.000000,400,40248
98,44,0.611874,1.000000,352,40600
99,47,0.608815,1.000000,376,40976
100,63,0.605770,1.000000,504,41480
101,49,0.602742,1.000000,392,41872
102,62,0.599728,1.000000,496,42368
103,51,0.596729,1.000000,408,42776
104,47,0.593746,1.000000,376,43152
105,69,0.590777,1.000000,552,43704
106,51,0.587823,1.000000,408,44112
107,56,0.584884,1.000000,448,44560
108,51,0.581959,1.000000,408,44968
109,45,0.579050,1.000000,360,45328
110,44,0.576154,1.000000,352,45680
111,53,0.573274,1.000000,424,46104
112,59,0.570407,1.000000,472,46576
113,59,0.567555,1.000000,472,47048
114,48,0.564717,1.000000,384,47432
115,53,0.561894,1.000000,424,47856
116,58,0.559084,1.000000,464,48320
117,61,0.556289,1.000000,488,48808
118,57,0.553508,1.000000,456,49264
119,57,0.550740,1.000000,456,49720
120,61,0.547986,1.000000,488,50208
121,48,0.545246,1.000000,384,50592
122,45,0.542520,1.000000,360,50952
123,57,0.539808,1.000000,456,51408
124,57,0.537108,1.000000,456,51864
125,94,0.534423,1.000000,752,52616
126,75,0.531751,1.000000,600,53216
127,62,0.529092,1.000000,496,53712
128,49,0.526447,1.000000,392,54104
129,47,0.523814,1.000000,376,54480
130,53,0.521195,1.000000,424,54904
131,62,0.518589,1.000000,496,55400
132,53,0.515996,1.000000,424,55824
133,55,0.513416,1.000000,440,56264
134,78,0.510849,1.000000,624,56888
135,63,0.508295,1.000000,504,57392
136,78,0.505754,1.000000,624,58016
137,50,0.503225,1.000000,400,58416
138,52,0.500709,1.000000,416,58832
139,57,0.498205,1.000000,456,59288
140,140,0.495714,1.000000,1120,60408
141,51,0.493236,1.000000,408,60816
142,49,0.490769,1.000000,392,61208
143,60,0.488316,1.000000,480,61688
144,43,0.485874,1.000000,344,62032
145,75,0.483445,1.000000,600,62632
146,58,0.481027,1.000000,464,63096
147,57,0.478622,1.000000,456,63552
148,57,0.476229,1.000000,456,64008
149,58,0.473848,1.000000,464,64472
150,59,0.471479,1.000000,472,64944
151,54,0.469121,1.000000,432,65376
152,55,0.466776,1.000000,440,65816
153,41,0.464442,1.000000,328,66144
154,39,0.462120,1.000000,312,66456
155,61,0.459809,1.000000,488,66944
156,52,0.457510,1.000000,416,67360
157,45,0.455222,1.000000,360,67720
158,90,0.452946,1.000000,720,68440
159,63,0.450682,1.000000,504,68944
160,56,0.448428,1.000000,448,69392
161,45,0.446186,1.000000,360,69752
162,55,0.443955,1.000000,440,70192
163,57,0.441735,1.000000,456,70648
164,61,0.439527,1.000000,488,71136
165,58,0.437329,1.000000,464,71600
166,142,0.435142,1.000000,1136,72736
167,63,0.432967,1.000000,504,73240
168,55,0.430802,1.000000,440,73680
169,72,0.428648,1.000000,576,74256
170,114,0.426505,1.000000,912,75168
171,59,0.424372,1.000000,472,75640
172,52,0.422250,1.000000,416,76056
173,83,0.420139,1.000000,664,76720
174,122,0.418038,1.000000,976,77696
175,132,0.415948,1.000000,1056,78752
176,55,0.413868,1.000000,440,79192
177,67,0.411799,1.000000,536,79728
178,61,0.409740,1.000000,488,80216
179,62,0.407691,1.000000,496,80712
180,142,0.405653,1.000000,1136,81848
181,54,0.403625,1.000000,432,82280
182,57,0.401606,1.000000,456,82736
183,81,0.399598,1.000000,648,83384
184,55,0.397600,1.000000,440,83824
185,77,0.395612,1.000000,616,84440
186,80,0.393634,1.000000,640,85080
187,115,0.391666,1.000000,920,86000
188,64,0.389708,1.000000,512,86512
189,70,0.387759,1.000000,560,87072
190,55,0.385821,1.000000,440,87512
191,56,0.383891,1.000000,448,87960
192,62,0.381972,1.000000,496,88456
193,63,0.380062,1.000000,504,88960
194,56,0.378162,1.000000,448,89408
195,53,0.376271,1.000000,424,89832
196,49,0.374390,1.000000,392,90224
197,61,0.372518,1.000000,488,90712
198,67,0.370655,1.000000,536,91248
199,74,0.368802,1.000000,592,91840
200,60,0.366958,1.000000,480,92320
201,89,0.365123,1.000000,712,93032
202,87,0.363297,1.000000,696,93728
203,50,0.361481,1.000000,400,94128
204,58,0.359674,1.000000,464,94592
205,54,0.357875,1.000000,432,95024
206,58,0.356086,1.000000,464,95488
207,61,0.354305,1.000000,488,95976
208,98,0.352534,1.000000,784,96760
209,149,0.350771,1.000000,1192,97952
210,61,0.349017,1.000000,488,98440
211,108,0.347272,1.000000,864,99304
212,75,0.345536,1.000000,600,99904
213,64,0.343808,1.000000,512,100416
214,53,0.342089,1.000000,424,100840
215,67,0.340379,1.000000,536,101376
216,58,0.338677,1.000000,464,101840
217,72,0.336983,1.000000,576,102416
218,134,0.335298,1.000000,1072,103488
219,142,0.333622,1.000000,1136,104624
220,70,0.331954,1.000000,560,105184
221,82,0.330294,1.000000,656,105840
222,113,0.328643,1.000000,904,106744
223,107,0.326999,1.000000,856,107600
224,76,0.325364,1.000000,608,108208
225,78,0.323738,1.000000,624,108832
226,72,0.322119,1.000000,576,109408
227,67,0.320508,1.000000,536,109944
228,94,0.318906,1.000000,752,110696
229,102,0.317311,1.000000,816,111512
230,105,0.315725,1.000000,840,112352
231,71,0.314146,1.000000,568,112920
232,97,0.312575,1.000000,776,113696
233,85,0.311012,1.000000,680,114376
234,111,0.309457,1.000000,888,115264
235,120,0.307910,1.000000,960,116224
236,72,0.306371,1.000000,576,116800
237,71,0.304839,1.000000,568,117368
238,70,0.303315,1.000000,560,117928
239,70,0.301798,1.000000,560,118488
240,109,0.300289,1.000000,872,119360
241,106,0.298788,1.000000,848,120208
242,74,0.297294,1.000000,592,120800
243,84,0.295807,1.000000,672,121472
244,76,0.294328,1.000000,608,122080
245,67,0.292856,1.000000,536,122616
246,140,0.291392,1.000000,1120,123736
247,78,0.289935,1.000000,624,124360
248,78,0.288486,1.000000,624,124984
249,103,0.287043,1.000000,824,125808
250,61,0.285608,1.000000,488,126296
251,76,0.284180,1.000000,608,126904
252,72,0.282759,1.000000,576,127480
253,101,0.281345,1.000000,808,128288
254,80,0.279938,1.000000,640,128928
255,107,0.278539,1.000000,856,129784
256,123,0.277146,1.000000,984,130768
257,77,0.275760,1.000000,616,131384
258,113,0.274382,1.000000,904,132288
259,134,0.273010,1.000000,1072,133360
260,133,0.271645,1.000000,1064,134424
261,74,0.270286,1.000000,592,135016
262,120,0.268935,1.000000,960,135976
263,125,0.267590,1.000000,1000,136976
264,76,0.266252,1.000000,608,137584
265,109,0.264921,1.000000,872,138456
266,113,0.263596,1.000000,904,139360
267,85,0.262278,1.000000,680,140040
268,74,0.260967,1.000000,592,140632
269,75,0.259662,1.000000,600,141232
270,77,0.258364,1.000000,616,141848
271,95,0.257072,1.000000,760,142608
272,125,0.255787,1.000000,1000,143608
273,80,0.254508,1.000000,640,144248
274,144,0.253235,1.000000,1152,145400
275,132,0.251969,1.000000,1056,146456
276,82,0.250709,1.000000,656,147112
277,84,0.249456,1.000000,672,147784
278,119,0.248208,1.000000,952,148736
279,82,0.246967,1.000000,656,149392
280,93,0.245733,1.000000,744,150136
281,83,0.244504,1.000000,664,150800
282,80,0.243281,1.000000,640,151440
283,83,0.242065,1.000000,664,152104
284,76,0.240855,1.000000,608,152712
285,76,0.239650,1.000000,608,153320
286,80,0.238452,1.000000,640,153960
287,126,0.237260,1.000000,1008,154968
288,113,0.236074,1.000000,904,155872
289,86,0.234893,1.000000,688,156560
290,137,0.233719,1.000000,1096,157656
291,77,0.232550,1.000000,616,158272
292,119,0.231387,1.000000,952,159224
293,147,0.230230,1.000000,1176,160400
294,82,0.229079,1.000000,656,161056
295,72,0.227934,1.000000,576,161632
296,89,0.226794,1.000000,712,162344
297,133,0.225660,1.000000,1064,163408
298,76,0.224532,1.000000,608,164016
299,88,0.223409,1.000000,704,164720
300,151,0.222292,1.000000,1208,165928
301,107,0.221181,1.000000,856,166784
302,82,0.220075,1.000000,656,167440
303,80,0.218974,1.000000,640,168080
304,86,0.217880,1.000000,688,168768
305,82,0.216790,1.000000,656,169424
306,87,0.215706,1.000000,696,170120
307,84,0.214628,1.000000,672,170792
308,131,0.213555,1.000000,1048,171840
309,151,0.212487,1.000000,1208,173048
310,152,0.211424,1.000000,1216,174264
311,107,0.210367,1.000000,856,175120
312,105,0.209315,1.000000,840,175960
313,80,0.208269,1.000000,640,176600
314,80,0.207227,1.000000,640,177240
315,101,0.206191,1.000000,808,178048
316,83,0.205160,1.000000,664,178712
317,80,0.204135,1.000000,640,179352
318,118,0.203114,1.000000,944,180296
319,82,0.202098,1.000000,656,180952
320,89,0.201088,1.000000,712,181664
321,82,0.200082,1.000000,656,182320
322,109,0.199082,1.000000,872,183192
323,121,0.198087,1.000000,968,184160
324,90,0.197096,1.000000,720,184880
325,135,0.196111,1.000000,1080,185960
326,102,0.195130,1.000000,816,186776
327,132,0.194154,1.000000,1056,187832
328,87,0.193184,1.000000,696,188528
329,144,0.192218,1.000000,1152,189680
330,116,0.191257,1.000000,928,190608
331,106,0.190300,1.000000,848,191456
332,85,0.189349,1.000000,680,192136
333,154,0.188402,1.000000,1232,193368
334,103,0.187460,1.000000,824,194192
335,134,0.186523,1.000000,1072,195264
336,89,0.185590,1.000000,712,195976
337,131,0.184662,1.000000,1048,197024
338,150,0.183739,1.000000,1200,198224
339,151,0.182820,1.000000,1208,199432
340,92,0.181906,1.000000,736,200168
341,82,0.180997,1.000000,656,200824
342,154,0.180092,1.000000,1232,202056
343,131,0.179191,1.000000,1048,203104
344,88,0.178295,1.000000,704,203808
345,84,0.177404,1.000000,672,204480
346,154,0.176517,1.000000,1232,205712
347,86,0.175634,1.000000,688,206400
348,87,0.174756,1.000000,696,207096
349,83,0.173882,1.000000,664,207760
350,84,0.173013,1.000000,672,208432
351,112,0.172148,1.000000,896,209328
352,90,0.171287,1.000000,720,210048
353,136,0.170431,1.000000,1088,211136
354,90,0.169578,1.000000,720,211856
355,150,0.168731,1.000000,1200,213056
356,90,0.167887,1.000000,720,213776
357,78,0.167047,1.000000,624,214400
358,84,0.166212,1.000000,672,215072
359,153,0.165381,1.000000,1224,216296
360,84,0.164554,1.000000,672,216968
361,86,0.163731,1.000000,688,217656
362,84,0.162913,1.000000,672,218328
363,86,0.162098,1.000000,688,219016
364,88,0.161288,1.000000,704,219720
365,153,0.160481,1.000000,1224,220944
366,90,0.159679,1.000000,720,221664
367,150,0.158881,1.000000,1200,222864
368,153,0.158086,1.000000,1224,224088
369,126,0.157296,1.000000,1008,225096
370,98,0.156509,1.000000,784,225880
371,86,0.155727,1.000000,688,226568
372,90,0.154948,1.000000,720,227288
373,144,0.154173,1.000000,1152,228440
374,100,0.153402,1.000000,800,229240
375,88,0.152635,1.000000,704,229944
376,140,0.151872,1.000000,1120,231064
377,88,0.151113,1.000000,704,231768
378,93,0.150357,1.000000,744,232512
379,117,0.149606,1.000000,936,233448
380,102,0.148857,1.000000,816,234264
381,84,0.148113,1.000000,672,234936
382,85,0.147373,1.000000,680,235616
383,82,0.146636,1.000000,656,236272
384,86,0.145903,1.000000,688,236960
385,86,0.145173,1.000000,688,237648
386,84,0.144447,1.000000,672,238320
387,97,0.143725,1.000000,776,239096
388,90,0.143006,1.000000,720,239816
389,126,0.142291,1.000000,1008,240824
390,146,0.141580,1.000000,1168,241992
391,88,0.140872,1.000000,704,242696
392,92,0.140168,1.000000,736,243432
393,147,0.139467,1.000000,1176,244608
394,114,0.138769,1.000000,912,245520
395,85,0.138076,1.000000,680,246200
396,86,0.137385,1.000000,688,246888
397,119,0.136698,1.000000,952,247840
398,92,0.136015,1.000000,736,248576
399,88,0.135335,1.000000,704,249280
400,95,0.134658,1.000000,760,250040
401,150,0.133985,1.000000,1200,251240
402,127,0.133315,1.000000,1016,252256
403,125,0.132648,1.000000,1000,253256
404,104,0.131985,1.000000,832,254088
405,93,0.131325,1.000000,744,254832
406,88,0.130668,1.000000,704,255536
407,86,0.130015,1.000000,688,256224
408,116,0.129365,1.000000,928,257152
409,78,0.128718,1.000000,624,257776
410,124,0.128075,1.000000,992,258768
411,88,0.127434,1.000000,704,259472
412,151,0.126797,1.000000,1208,260680
413,113,0.126163,1.000000,904,261584
414,135,0.125532,1.000000,1080,262664
415,89,0.124905,1.000000,712,263376
416,139,0.124280,1.000000,1112,264488
417,124,0.123659,1.000000,992,265480
418,92,0.123040,1.000000,736,266216
419,121,0.122425,1.000000,968,267184
420,90,0.121813,1.000000,720,267904
421,86,0.121204,1.000000,688,268592
422,88,0.120598,1.000000,704,269296
423,88,0.119995,1.000000,704,270000
424,114,0.119395,1.000000,912,270912
425,155,0.118798,1.000000,1240,272152
426,88,0.118204,1.000000,704,272856
427,86,0.117613,1.000000,688,273544
428,140,0.117025,1.000000,1120,274664
429,128,0.116440,1.000000,1024,275688
430,94,0.115858,1.000000,752,276440
431,92,0.115278,1.000000,736,277176
432,122,0.114702,1.000000,976,278152
433,92,0.114128,1.000000,736,278888
434,82,0.113558,1.000000,656,279544
435,103,0.112990,1.000000,824,280368
436,132,0.112425,1.000000,1056,281424
437,96,0.111863,1.000000,768,282192
438,88,0.111304,1.000000,704,282896
439,153,0.110747,1.000000,1224,284120
440,149,0.110193,1.000000,1192,285312
441,90,0.109642,1.000000,720,286032
442,125,0.109094,1.000000,1000,287032
443,84,0.108549,1.000000,672,287704
444,90,0.108006,1.000000,720,288424
445,94,0.107466,1.000000,752,289176
446,139,0.106929,1.000000,1112,290288
447,90,0.106394,1.000000,720,291008
448,104,0.105862,1.000000,832,291840
449,151,0.105333,1.000000,1208,293048
450,86,0.104806,1.000000,688,293736
451,90,0.104282,1.000000,720,294456
452,90,0.103761,1.000000,720,295176
453,151,0.103242,1.000000,1208,296384
454,115,0.102726,1.000000,920,297304
455,121,0.102212,1.000000,968,298272
456,88,0.101701,1.000000,704,298976
457,91,0.101192,1.000000,728,299704
458,92,0.100686,1.000000,736,300440
459,86,0.100183,1.000000,688,301128
460,144,0.099682,1.000000,1152,302280
461,151,0.099184,1.000000,1208,303488
462,97,0.098688,1.000000,776,304264
463,90,0.098194,1.000000,720,304984
464,94,0.097703,1.000000,752,305736
465,94,0.097215,1.000000,752,306488
466,90,0.096729,1.000000,720,307208
467,94,0.096245,1.000000,752,307960
468,88,0.095764,1.000000,704,308664
469,108,0.095285,1.000000,864,309528
470,80,0.094809,1.000000,640,310168
471,155,0.094335,1.000000,1240,311408
472,154,0.093863,1.000000,1232,312640
473,155,0.093394,1.000000,1240,313880
474,122,0.092927,1.000000,976,314856
475,112,0.092462,1.000000,896,315752
476,96,0.092000,1.000000,768,316520
477,104,0.091540,1.000000,832,317352
478,153,0.091082,1.000000,1224,318576
479,88,0.090627,1.000000,704,319280
480,96,0.090173,1.000000,768,320048
481,123,0.089723,1.000000,984,321032
482,91,0.089274,1.000000,728,321760
483,154,0.088828,1.000000,1232,322992
484,91,0.088383,1.000000,728,323720
485,91,0.087942,1.000000,728,324448
486,154,0.087502,1.000000,1232,325680
487,139,0.087064,1.000000,1112,326792
488,129,0.086629,1.000000,1032,327824
489,116,0.086196,1.000000,928,328752
490,155,0.085765,1.000000,1240,329992
491,88,0.085336,1.000000,704,330696
492,93,0.084909,1.000000,744,331440
493,101,0.084485,1.000000,808,332248
494,153,0.084062,1.000000,1224,333472
495,124,0.083642,1.000000,992,334464
496,92,0.083224,1.000000,736,335200
497,89,0.082808,1.000000,712,335912
498,141,0.082394,1.000000,1128,337040
499,92,0.081982,1.000000,736,337776
500,93,0.081572,1.000000,744,338520
501,121,0.081164,1.000000,968,339488
502,92,0.080758,1.000000,736,340224
503,90,0.080354,1.000000,720,340944
504,84,0.079953,1.000000,672,341616
505,123,0.079553,1.000000,984,342600
506,86,0.079155,1.000000,688,343288
507,156,0.078759,1.000000,1248,344536
508,103,0.078366,1.000000,824,345360
509,96,0.077974,1.000000,768,346128
510,90,0.077584,1.000000,720,346848
511,146,0.077196,1.000000,1168,348016
512,95,0.076810,1.000000,760,348776
513,88,0.076426,1.000000,704,349480
514,154,0.076044,1.000000,1232,350712
515,120,0.075664,1.000000,960,351672
516,102,0.075285,1.000000,816,352488
517,92,0.074909,1.000000,736,353224
518,153,0.074534,1.000000,1224,354448
519,97,0.074162,1.000000,776,355224
520,129,0.073791,1.000000,1032,356256
521,96,0.073422,1.000000,768,357024
522,95,0.073055,1.000000,760,357784
523,120,0.072689,1.000000,960,358744
524,94,0.072326,1.000000,752,359496
525,97,0.071964,1.000000,776,360272
526,88,0.071605,1.000000,704,360976
527,94,0.071247,1.000000,752,361728
528,94,0.070890,1.000000,752,362480
529,153,0.070536,1.000000,1224,363704
530,149,0.070183,1.000000,1192,364896
531,94,0.069832,1.000000,752,365648
532,113,0.069483,1.000000,904,366552
533,94,0.069136,1.000000,752,367304
534,126,0.068790,1.000000,1008,368312
535,96,0.068446,1.000000,768,369080
536,111,0.068104,1.000000,888,369968
537,92,0.067763,1.000000,736,370704
538,133,0.067424,1.000000,1064,371768
539,86,0.067087,1.000000,688,372456
540,143,0.066752,1.000000,1144,373600
541,149,0.066418,1.000000,1192,374792
542,97,0.066086,1.000000,776,375568
543,96,0.065756,1.000000,768,376336
544,90,0.065427,1.000000,720,377056
545,91,0.065100,1.000000,728,377784
546,101,0.064774,1.000000,808,378592
547,88,0.064450,1.000000,704,379296
548,155,0.064128,1.000000,1240,380536
549,90,0.063807,1.000000,720,381256
550,153,0.063488,1.000000,1224,382480
551,154,0.063171,1.000000,1232,383712
552,98,0.062855,1.000000,784,384496
553,152,0.062541,1.000000,1216,385712
554,111,0.062228,1.000000,888,386600
555,92,0.061917,1.000000,736,387336
556,96,0.061607,1.000000,768,388104
557,97,0.061299,1.000000,776,388880
558,114,0.060993,1.000000,912,389792
559,156,0.060688,1.000000,1248,391040
560,88,0.060384,1.000000,704,391744
561,155,0.060083,1.000000,1240,392984
562,154,0.059782,1.000000,1232,394216
563,155,0.059483,1.000000,1240,395456
564,96,0.059186,1.000000,768,396224
565,94,0.058890,1.000000,752,396976
566,151,0.058595,1.000000,1208,398184
567,88,0.058302,1.000000,704,398888
568,94,0.058011,1.000000,752,399640
569,157,0.057721,1.000000,1256,400896
570,153,0.057432,1.000000,1224,402120
571,111,0.057145,1.000000,888,403008
572,155,0.056859,1.000000,1240,404248
573,154,0.056575,1.000000,1232,405480
574,137,0.056292,1.000000,1096,406576
575,109,0.056011,1.000000,872,407448
576,97,0.055731,1.000000,776,408224
577,155,0.055452,1.000000,1240,409464
578,114,0.055175,1.000000,912,410376
579,155,0.054899,1.000000,1240,411616
580,96,0.054624,1.000000,768,412384
581,90,0.054351,1.000000,720,413104
582,96,0.054080,1.000000,768,413872
583,152,0.053809,1.000000,1216,415088
584,156,0.053540,1.000000,1248,416336
585,130,0.053272,1.000000,1040,417376
586,156,0.053006,1.000000,1248,418624
587,105,0.052741,1.000000,840,419464
588,92,0.052477,1.000000,736,420200
589,92,0.052215,1.000000,736,420936
590,91,0.051954,1.000000,728,421664
591,96,0.051694,1.000000,768,422432
592,126,0.051436,1.000000,1008,423440
593,153,0.051178,1.000000,1224,424664
594,96,0.050923,1.000000,768,425432
595,96,0.050668,1.000000,768,426200
596,108,0.050415,1.000000,864,427064
597,157,0.050163,1.000000,1256,428320
598,93,0.049912,1.000000,744,429064
599,157,0.049662,1.000000,1256,430320
600,152,0.049414,1.000000,1216,431536
601,153,0.049167,1.000000,1224,432760
602,92,0.048921,1.000000,736,433496
603,94,0.048676,1.000000,752,434248
604,97,0.048433,1.000000,776,435024
605,97,0.048191,1.000000,776,435800
606,151,0.047950,1.000000,1208,437008
607,97,0.047710,1.000000,776,437784
608,97,0.047472,1.000000,776,438560
609,153,0.047234,1.000000,1224,439784
610,92,0.046998,1.000000,736,440520
611,89,0.046763,1.000000,712,441232
612,112,0.046529,1.000000,896,442128
613,153,0.046297,1.000000,1224,443352
614,96,0.046065,1.000000,768,444120
615,157,0.045835,1.000000,1256,445376
616,96,0.045606,1.000000,768,446144
617,92,0.045378,1.000000,736,446880
618,94,0.045151,1.000000,752,447632
619,92,0.044925,1.000000,736,448368
620,157,0.044700,1.000000,1256,449624
621,96,0.044477,1.000000,768,450392
622,140,0.044254,1.000000,1120,451512
623,92,0.044033,1.000000,736,452248
624,96,0.043813,1.000000,768,453016
625,155,0.043594,1.000000,1240,454256
626,94,0.043376,1.000000,752,455008
627,156,0.043159,1.000000,1248,456256
628,141,0.042943,1.000000,1128,457384
629,148,0.042729,1.000000,1184,458568
630,92,0.042515,1.000000,736,459304
631,94,0.042302,1.000000,752,460056
632,97,0.042091,1.000000,776,460832
633,156,0.041880,1.000000,1248,462080
634,97,0.041671,1.000000,776,462856
635,97,0.041463,1.000000,776,463632
636,96,0.041255,1.000000,768,464400
637,92,0.041049,1.000000,736,465136
638,92,0.040844,1.000000,736,465872
639,155,0.040640,1.000000,1240,467112
640,101,0.040436,1.000000,808,467920
641,157,0.040234,1.000000,1256,469176
642,92,0.040033,1.000000,736,469912
643,151,0.039833,1.000000,1208,471120
644,90,0.039634,1.000000,720,471840
645,78,0.039435,1.000000,624,472464
646,96,0.039238,1.000000,768,473232
647,90,0.039042,1.000000,720,473952
648,97,0.038847,1.000000,776,474728
649,94,0.038653,1.000000,752,475480
650,155,0.038459,1.000000,1240,476720
651,156,0.038267,1.000000,1248,477968
652,155,0.038076,1.000000,1240,479208
653,157,0.037885,1.000000,1256,480464
654,96,0.037696,1.000000,768,481232
655,156,0.037507,1.000000,1248,482480
656,82,0.037320,1.000000,656,483136
657,94,0.037133,1.000000,752,483888
658,99,0.036948,1.000000,792,484680
659,94,0.036763,1.000000,752,485432
660,97,0.036579,1.000000,776,486208
661,158,0.036396,1.000000,1264,487472
662,96,0.036214,1.000000,768,488240
663,96,0.036033,1.000000,768,489008
664,153,0.035853,1.000000,1224,490232
665,156,0.035674,1.000000,1248,491480
666,158,0.035495,1.000000,1264,492744
667,157,0.035318,1.000000,1256,494000
668,156,0.035141,1.000000,1248,495248
669,97,0.034966,1.000000,776,496024
670,110,0.034791,1.000000,880,496904
671,92,0.034617,1.000000,736,497640
672,156,0.034444,1.000000,1248,498888
673,96,0.034272,1.000000,768,499656
674,96,0.034100,1.000000,768,500424
675,94,0.033930,1.000000,752,501176
676,155,0.033760,1.000000,1240,502416
677,94,0.033591,1.000000,752,503168
678,105,0.033423,1.000000,840,504008
679,92,0.033256,1.000000,736,504744
680,94,0.033090,1.000000,752,505496
681,125,0.032924,1.000000,1000,506496
682,94,0.032760,1.000000,752,507248
683,97,0.032596,1.000000,776,508024
684,157,0.032433,1.000000,1256,509280
685,156,0.032271,1.000000,1248,510528
686,121,0.032109,1.000000,968,511496
687,156,0.031949,1.000000,1248,512744
688,97,0.031789,1.000000,776,513520
689,97,0.031630,1.000000,776,514296
690,158,0.031472,1.000000,1264,515560
691,99,0.031315,1.000000,792,516352
692,97,0.031158,1.000000,776,517128
693,148,0.031002,1.000000,1184,518312
694,156,0.030847,1.000000,1248,519560
695,99,0.030693,1.000000,792,520352
696,112,0.030540,1.000000,896,521248
697,99,0.030387,1.000000,792,522040
698,99,0.030235,1.000000,792,522832
699,156,0.030084,1.000000,1248,524080
700,157,0.029933,1.000000,1256,525336
701,99,0.029784,1.000000,792,526128
702,97,0.029635,1.000000,776,526904
703,99,0.029487,1.000000,792,527696
704,97,0.029339,1.000000,776,528472
705,99,0.029193,1.000000,792,529264
706,97,0.029047,1.000000,776,530040
707,96,0.028901,1.000000,768,530808
708,97,0.028757,1.000000,776,531584
709,99,0.028613,1.000000,792,532376
710,157,0.028470,1.000000,1256,533632
711,156,0.028328,1.000000,1248,534880
712,124,0.028186,1.000000,992,535872
713,97,0.028045,1.000000,776,536648
714,158,0.027905,1.000000,1264,537912
715,97,0.027765,1.000000,776,538688
716,96,0.027626,1.000000,768,539456
717,156,0.027488,1.000000,1248,540704
718,149,0.027351,1.000000,1192,541896
719,97,0.027214,1.000000,776,542672
720,156,0.027078,1.000000,1248,543920
721,96,0.026943,1.000000,768,544688
722,156,0.026808,1.000000,1248,545936
