episode,survival_steps_agent0,epsilon,intrinsic_weight,env_steps_all_agents,total_env_steps_cumulative
378,88,0.150357,1.000000,704,223224
379,86,0.149606,1.000000,688,223912
380,95,0.148857,1.000000,760,224672
381,104,0.148113,1.000000,832,225504
382,101,0.147373,1.000000,808,226312
383,93,0.146636,1.000000,744,227056
384,102,0.145903,1.000000,816,227872
385,143,0.145173,1.000000,1144,229016
386,103,0.144447,1.000000,824,229840
387,99,0.143725,1.000000,792,230632
388,90,0.143006,1.000000,720,231352
389,94,0.142291,1.000000,752,232104
390,88,0.141580,1.000000,704,232808
391,88,0.140872,1.000000,704,233512
392,90,0.140168,1.000000,720,234232
393,94,0.139467,1.000000,752,234984
394,153,0.138769,1.000000,1224,236208
395,94,0.138076,1.000000,752,236960
396,94,0.137385,1.000000,752,237712
397,88,0.136698,1.000000,704,238416
398,94,0.136015,1.000000,752,239168
399,145,0.135335,1.000000,1160,240328
400,126,0.134658,1.000000,1008,241336
401,125,0.133985,1.000000,1000,242336
402,90,0.133315,1.000000,720,243056
403,143,0.132648,1.000000,1144,244200
404,92,0.131985,1.000000,736,244936
405,118,0.131325,1.000000,944,245880
406,94,0.130668,1.000000,752,246632
407,119,0.130015,1.000000,952,247584
408,89,0.129365,1.000000,712,248296
409,127,0.128718,1.000000,1016,249312
410,153,0.128075,1.000000,1224,250536
411,147,0.127434,1.000000,1176,251712
412,90,0.126797,1.000000,720,252432
413,155,0.126163,1.000000,1240,253672
414,90,0.125532,1.000000,720,254392
415,94,0.124905,1.000000,752,255144
416,131,0.124280,1.000000,1048,256192
417,94,0.123659,1.000000,752,256944
418,82,0.123040,1.000000,656,257600
419,156,0.122425,1.000000,1248,258848
420,152,0.121813,1.000000,1216,260064
421,149,0.121204,1.000000,1192,261256
422,124,0.120598,1.000000,992,262248
423,92,0.119995,1.000000,736,262984
424,94,0.119395,1.000000,752,263736
425,97,0.118798,1.000000,776,264512
426,155,0.118204,1.000000,1240,265752
427,90,0.117613,1.000000,720,266472
428,151,0.117025,1.000000,1208,267680
429,94,0.116440,1.000000,752,268432
430,94,0.115858,1.000000,752,269184
431,89,0.115278,1.000000,712,269896
432,111,0.114702,1.000000,888,270784
433,96,0.114128,1.000000,768,271552
434,113,0.113558,1.000000,904,272456
435,90,0.112990,1.000000,720,273176
436,107,0.112425,1.000000,856,274032
437,93,0.111863,1.000000,744,274776
438,90,0.111304,1.000000,720,275496
439,94,0.110747,1.000000,752,276248
440,102,0.110193,1.000000,816,277064
441,130,0.109642,1.000000,1040,278104
442,91,0.109094,1.000000,728,278832
443,120,0.108549,1.000000,960,279792
444,132,0.108006,1.000000,1056,280848
445,96,0.107466,1.000000,768,281616
446,154,0.106929,1.000000,1232,282848
447,135,0.106394,1.000000,1080,283928
448,105,0.105862,1.000000,840,284768
449,92,0.105333,1.000000,736,285504
450,97,0.104806,1.000000,776,286280
451,94,0.104282,1.000000,752,287032
452,96,0.103761,1.000000,768,287800
453,95,0.103242,1.000000,760,288560
454,109,0.102726,1.000000,872,289432
455,94,0.102212,1.000000,752,290184
456,88,0.101701,1.000000,704,290888
457,146,0.101192,1.000000,1168,292056
458,157,0.100686,1.000000,1256,293312
459,94,0.100183,1.000000,752,294064
460,94,0.099682,1.000000,752,294816
461,92,0.099184,1.000000,736,295552
462,92,0.098688,1.000000,736,296288
463,99,0.098194,1.000000,792,297080
464,150,0.097703,1.000000,1200,298280
465,120,0.097215,1.000000,960,299240
466,153,0.096729,1.000000,1224,300464
467,97,0.096245,1.000000,776,301240
468,136,0.095764,1.000000,1088,302328
469,132,0.095285,1.000000,1056,303384
470,112,0.094809,1.000000,896,304280
471,90,0.094335,1.000000,720,305000
472,90,0.093863,1.000000,720,305720
473,99,0.093394,1.000000,792,306512
474,102,0.092927,1.000000,816,307328
475,99,0.092462,1.000000,792,308120
476,88,0.092000,1.000000,704,308824
477,96,0.091540,1.000000,768,309592
478,154,0.091082,1.000000,1232,310824
479,140,0.090627,1.000000,1120,311944
480,111,0.090173,1.000000,888,312832
481,92,0.089723,1.000000,736,313568
482,94,0.089274,1.000000,752,314320
483,114,0.088828,1.000000,912,315232
484,150,0.088383,1.000000,1200,316432
485,127,0.087942,1.000000,1016,317448
486,92,0.087502,1.000000,736,318184
487,96,0.087064,1.000000,768,318952
488,92,0.086629,1.000000,736,319688
489,91,0.086196,1.000000,728,320416
490,94,0.085765,1.000000,752,321168
491,154,0.085336,1.000000,1232,322400
492,94,0.084909,1.000000,752,323152
493,97,0.084485,1.000000,776,323928
494,97,0.084062,1.000000,776,324704
495,94,0.083642,1.000000,752,325456
496,92,0.083224,1.000000,736,326192
497,97,0.082808,1.000000,776,326968
498,92,0.082394,1.000000,736,327704
499,155,0.081982,1.000000,1240,328944
500,94,0.081572,1.000000,752,329696
501,94,0.081164,1.000000,752,330448
502,90,0.080758,1.000000,720,331168
503,98,0.080354,1.000000,784,331952
504,152,0.079953,1.000000,1216,333168
505,86,0.079553,1.000000,688,333856
506,92,0.079155,1.000000,736,334592
507,134,0.078759,1.000000,1072,335664
508,92,0.078366,1.000000,736,336400
509,155,0.077974,1.000000,1240,337640
510,119,0.077584,1.000000,952,338592
511,94,0.077196,1.000000,752,339344
512,96,0.076810,1.000000,768,340112
513,96,0.076426,1.000000,768,340880
514,156,0.076044,1.000000,1248,342128
515,96,0.075664,1.000000,768,342896
516,156,0.075285,1.000000,1248,344144
517,98,0.074909,1.000000,784,344928
518,130,0.074534,1.000000,1040,345968
519,94,0.074162,1.000000,752,346720
520,94,0.073791,1.000000,752,347472
521,102,0.073422,1.000000,816,348288
522,97,0.073055,1.000000,776,349064
523,155,0.072689,1.000000,1240,350304
524,96,0.072326,1.000000,768,351072
525,94,0.071964,1.000000,752,351824
526,96,0.071605,1.000000,768,352592
527,156,0.071247,1.000000,1248,353840
528,132,0.070890,1.000000,1056,354896
529,96,0.070536,1.000000,768,355664
530,96,0.070183,1.000000,768,356432
531,96,0.069832,1.000000,768,357200
532,96,0.069483,1.000000,768,357968
533,97,0.069136,1.000000,776,358744
534,126,0.068790,1.000000,1008,359752
535,125,0.068446,1.000000,1000,360752
536,144,0.068104,1.000000,1152,361904
537,156,0.067763,1.000000,1248,363152
538,154,0.067424,1.000000,1232,364384
539,98,0.067087,1.000000,784,365168
540,92,0.066752,1.000000,736,365904
541,96,0.066418,1.000000,768,366672
542,97,0.066086,1.000000,776,367448
543,150,0.065756,1.000000,1200,368648
544,97,0.065427,1.000000,776,369424
545,94,0.065100,1.000000,752,370176
546,156,0.064774,1.000000,1248,371424
547,96,0.064450,1.000000,768,372192
548,94,0.064128,1.000000,752,372944
549,94,0.063807,1.000000,752,373696
550,155,0.063488,1.000000,1240,374936
551,97,0.063171,1.000000,776,375712
552,96,0.062855,1.000000,768,376480
553,99,0.062541,1.000000,792,377272
554,96,0.062228,1.000000,768,378040
555,94,0.061917,1.000000,752,378792
556,128,0.061607,1.000000,1024,379816
557,99,0.061299,1.000000,792,380608
558,156,0.060993,1.000000,1248,381856
559,97,0.060688,1.000000,776,382632
560,99,0.060384,1.000000,792,383424
561,94,0.060083,1.000000,752,384176
562,94,0.059782,1.000000,752,384928
563,94,0.059483,1.000000,752,385680
564,154,0.059186,1.000000,1232,386912
565,97,0.058890,1.000000,776,387688
566,94,0.058595,1.000000,752,388440
567,97,0.058302,1.000000,776,389216
568,156,0.058011,1.000000,1248,390464
569,97,0.057721,1.000000,776,391240
570,97,0.057432,1.000000,776,392016
571,131,0.057145,1.000000,1048,393064
572,92,0.056859,1.000000,736,393800
573,127,0.056575,1.000000,1016,394816
574,97,0.056292,1.000000,776,395592
575,99,0.056011,1.000000,792,396384
576,154,0.055731,1.000000,1232,397616
577,96,0.055452,1.000000,768,398384
578,92,0.055175,1.000000,736,399120
579,97,0.054899,1.000000,776,399896
580,94,0.054624,1.000000,752,400648
581,97,0.054351,1.000000,776,401424
582,99,0.054080,1.000000,792,402216
583,96,0.053809,1.000000,768,402984
584,99,0.053540,1.000000,792,403776
585,96,0.053272,1.000000,768,404544
586,139,0.053006,1.000000,1112,405656
587,97,0.052741,1.000000,776,406432
588,125,0.052477,1.000000,1000,407432
589,96,0.052215,1.000000,768,408200
590,99,0.051954,1.000000,792,408992
591,97,0.051694,1.000000,776,409768
592,154,0.051436,1.000000,1232,411000
593,94,0.051178,1.000000,752,411752
594,94,0.050923,1.000000,752,412504
595,96,0.050668,1.000000,768,413272
596,97,0.050415,1.000000,776,414048
597,97,0.050163,1.000000,776,414824
598,97,0.049912,1.000000,776,415600
599,157,0.049662,1.000000,1256,416856
600,153,0.049414,1.000000,1224,418080
601,157,0.049167,1.000000,1256,419336
602,98,0.048921,1.000000,784,420120
603,97,0.048676,1.000000,776,420896
604,145,0.048433,1.000000,1160,422056
605,126,0.048191,1.000000,1008,423064
606,99,0.047950,1.000000,792,423856
607,97,0.047710,1.000000,776,424632
608,157,0.047472,1.000000,1256,425888
609,97,0.047234,1.000000,776,426664
610,127,0.046998,1.000000,1016,427680
611,133,0.046763,1.000000,1064,428744
612,119,0.046529,1.000000,952,429696
613,96,0.046297,1.000000,768,430464
614,97,0.046065,1.000000,776,431240
615,97,0.045835,1.000000,776,432016
616,157,0.045606,1.000000,1256,433272
617,99,0.045378,1.000000,792,434064
618,97,0.045151,1.000000,776,434840
619,97,0.044925,1.000000,776,435616
620,99,0.044700,1.000000,792,436408
621,133,0.044477,1.000000,1064,437472
622,155,0.044254,1.000000,1240,438712
623,139,0.044033,1.000000,1112,439824
624,142,0.043813,1.000000,1136,440960
625,97,0.043594,1.000000,776,441736
626,127,0.043376,1.000000,1016,442752
627,119,0.043159,1.000000,952,443704
628,97,0.042943,1.000000,776,444480
629,99,0.042729,1.000000,792,445272
630,138,0.042515,1.000000,1104,446376
631,96,0.042302,1.000000,768,447144
632,97,0.042091,1.000000,776,447920
633,130,0.041880,1.000000,1040,448960
634,150,0.041671,1.000000,1200,450160
635,97,0.041463,1.000000,776,450936
636,97,0.041255,1.000000,776,451712
637,141,0.041049,1.000000,1128,452840
638,97,0.040844,1.000000,776,453616
639,99,0.040640,1.000000,792,454408
640,97,0.040436,1.000000,776,455184
641,97,0.040234,1.000000,776,455960
642,149,0.040033,1.000000,1192,457152
643,94,0.039833,1.000000,752,457904
644,96,0.039634,1.000000,768,458672
645,99,0.039435,1.000000,792,459464
646,96,0.039238,1.000000,768,460232
647,150,0.039042,1.000000,1200,461432
648,99,0.038847,1.000000,792,462224
649,99,0.038653,1.000000,792,463016
650,156,0.038459,1.000000,1248,464264
651,151,0.038267,1.000000,1208,465472
652,99,0.038076,1.000000,792,466264
653,157,0.037885,1.000000,1256,467520
654,99,0.037696,1.000000,792,468312
655,97,0.037507,1.000000,776,469088
656,99,0.037320,1.000000,792,469880
657,158,0.037133,1.000000,1264,471144
658,158,0.036948,1.000000,1264,472408
659,96,0.036763,1.000000,768,473176
660,156,0.036579,1.000000,1248,474424
661,99,0.036396,1.000000,792,475216
662,99,0.036214,1.000000,792,476008
663,156,0.036033,1.000000,1248,477256
664,97,0.035853,1.000000,776,478032
665,99,0.035674,1.000000,792,478824
666,99,0.035495,1.000000,792,479616
667,158,0.035318,1.000000,1264,480880
668,97,0.035141,1.000000,776,481656
669,139,0.034966,1.000000,1112,482768
670,96,0.034791,1.000000,768,483536
671,158,0.034617,1.000000,1264,484800
672,98,0.034444,1.000000,784,485584
673,99,0.034272,1.000000,792,486376
674,99,0.034100,1.000000,792,487168
675,120,0.033930,1.000000,960,488128
676,129,0.033760,1.000000,1032,489160
677,98,0.033591,1.000000,784,489944
678,99,0.033423,1.000000,792,490736
679,149,0.033256,1.000000,1192,491928
680,98,0.033090,1.000000,784,492712
681,97,0.032924,1.000000,776,493488
682,99,0.032760,1.000000,792,494280
683,99,0.032596,1.000000,792,495072
684,99,0.032433,1.000000,792,495864
685,96,0.032271,1.000000,768,496632
686,97,0.032109,1.000000,776,497408
687,97,0.031949,1.000000,776,498184
688,99,0.031789,1.000000,792,498976
689,152,0.031630,1.000000,1216,500192
690,156,0.031472,1.000000,1248,501440
691,149,0.031315,1.000000,1192,502632
692,97,0.031158,1.000000,776,503408
693,94,0.031002,1.000000,752,504160
694,154,0.030847,1.000000,1232,505392
695,97,0.030693,1.000000,776,506168
696,156,0.030540,1.000000,1248,507416
697,135,0.030387,1.000000,1080,508496
698,99,0.030235,1.000000,792,509288
699,99,0.030084,1.000000,792,510080
700,99,0.029933,1.000000,792,510872
701,97,0.029784,1.000000,776,511648
702,99,0.029635,1.000000,792,512440
703,97,0.029487,1.000000,776,513216
704,94,0.029339,1.000000,752,513968
705,97,0.029193,1.000000,776,514744
706,131,0.029047,1.000000,1048,515792
707,135,0.028901,1.000000,1080,516872
708,137,0.028757,1.000000,1096,517968
709,97,0.028613,1.000000,776,518744
710,123,0.028470,1.000000,984,519728
711,97,0.028328,1.000000,776,520504
712,99,0.028186,1.000000,792,521296
713,99,0.028045,1.000000,792,522088
714,99,0.027905,1.000000,792,522880
715,99,0.027765,1.000000,792,523672
716,98,0.027626,1.000000,784,524456
717,99,0.027488,1.000000,792,525248
718,155,0.027351,1.000000,1240,526488
719,157,0.027214,1.000000,1256,527744
720,158,0.027078,1.000000,1264,529008
721,99,0.026943,1.000000,792,529800
722,106,0.026808,1.000000,848,530648
723,157,0.026674,1.000000,1256,531904
724,99,0.026541,1.000000,792,532696
