episode,survival_steps_agent0,epsilon,intrinsic_weight,env_steps_all_agents,total_env_steps_cumulative
102,57,0.599728,1.000000,456,42992
103,51,0.596729,1.000000,408,43400
104,50,0.593746,1.000000,400,43800
105,69,0.590777,1.000000,552,44352
106,57,0.587823,1.000000,456,44808
107,48,0.584884,1.000000,384,45192
108,51,0.581959,1.000000,408,45600
109,49,0.579050,1.000000,392,45992
110,52,0.576154,1.000000,416,46408
111,57,0.573274,1.000000,456,46864
112,53,0.570407,1.000000,424,47288
113,45,0.567555,1.000000,360,47648
114,47,0.564717,1.000000,376,48024
115,42,0.561894,1.000000,336,48360
116,46,0.559084,1.000000,368,48728
117,51,0.556289,1.000000,408,49136
118,55,0.553508,1.000000,440,49576
119,66,0.550740,1.000000,528,50104
120,45,0.547986,1.000000,360,50464
121,47,0.545246,1.000000,376,50840
122,50,0.542520,1.000000,400,51240
123,54,0.539808,1.000000,432,51672
124,61,0.537108,1.000000,488,52160
125,71,0.534423,1.000000,568,52728
126,46,0.531751,1.000000,368,53096
127,45,0.529092,1.000000,360,53456
128,44,0.526447,1.000000,352,53808
129,45,0.523814,1.000000,360,54168
130,45,0.521195,1.000000,360,54528
131,51,0.518589,1.000000,408,54936
132,45,0.515996,1.000000,360,55296
133,68,0.513416,1.000000,544,55840
134,59,0.510849,1.000000,472,56312
135,55,0.508295,1.000000,440,56752
136,49,0.505754,1.000000,392,57144
137,80,0.503225,1.000000,640,57784
138,51,0.500709,1.000000,408,58192
139,67,0.498205,1.000000,536,58728
140,53,0.495714,1.000000,424,59152
141,57,0.493236,1.000000,456,59608
142,55,0.490769,1.000000,440,60048
143,49,0.488316,1.000000,392,60440
144,47,0.485874,1.000000,376,60816
145,48,0.483445,1.000000,384,61200
146,54,0.481027,1.000000,432,61632
147,57,0.478622,1.000000,456,62088
148,47,0.476229,1.000000,376,62464
149,102,0.473848,1.000000,816,63280
150,52,0.471479,1.000000,416,63696
151,52,0.469121,1.000000,416,64112
152,57,0.466776,1.000000,456,64568
153,53,0.464442,1.000000,424,64992
154,49,0.462120,1.000000,392,65384
155,65,0.459809,1.000000,520,65904
156,61,0.457510,1.000000,488,66392
157,69,0.455222,1.000000,552,66944
158,60,0.452946,1.000000,480,67424
159,63,0.450682,1.000000,504,67928
160,85,0.448428,1.000000,680,68608
161,57,0.446186,1.000000,456,69064
162,53,0.443955,1.000000,424,69488
163,51,0.441735,1.000000,408,69896
164,68,0.439527,1.000000,544,70440
165,55,0.437329,1.000000,440,70880
166,86,0.435142,1.000000,688,71568
167,57,0.432967,1.000000,456,72024
168,60,0.430802,1.000000,480,72504
169,77,0.428648,1.000000,616,73120
170,61,0.426505,1.000000,488,73608
171,55,0.424372,1.000000,440,74048
172,62,0.422250,1.000000,496,74544
173,59,0.420139,1.000000,472,75016
174,67,0.418038,1.000000,536,75552
175,67,0.415948,1.000000,536,76088
176,67,0.413868,1.000000,536,76624
177,68,0.411799,1.000000,544,77168
178,48,0.409740,1.000000,384,77552
179,49,0.407691,1.000000,392,77944
180,63,0.405653,1.000000,504,78448
181,54,0.403625,1.000000,432,78880
182,70,0.401606,1.000000,560,79440
183,125,0.399598,1.000000,1000,80440
184,57,0.397600,1.000000,456,80896
185,59,0.395612,1.000000,472,81368
186,59,0.393634,1.000000,472,81840
187,62,0.391666,1.000000,496,82336
188,58,0.389708,1.000000,464,82800
189,76,0.387759,1.000000,608,83408
190,59,0.385821,1.000000,472,83880
191,64,0.383891,1.000000,512,84392
192,59,0.381972,1.000000,472,84864
193,59,0.380062,1.000000,472,85336
194,56,0.378162,1.000000,448,85784
195,72,0.376271,1.000000,576,86360
196,59,0.374390,1.000000,472,86832
197,55,0.372518,1.000000,440,87272
198,68,0.370655,1.000000,544,87816
199,64,0.368802,1.000000,512,88328
200,59,0.366958,1.000000,472,88800
201,59,0.365123,1.000000,472,89272
202,64,0.363297,1.000000,512,89784
203,49,0.361481,1.000000,392,90176
204,93,0.359674,1.000000,744,90920
205,90,0.357875,1.000000,720,91640
206,57,0.356086,1.000000,456,92096
207,63,0.354305,1.000000,504,92600
208,68,0.352534,1.000000,544,93144
209,53,0.350771,1.000000,424,93568
210,62,0.349017,1.000000,496,94064
211,67,0.347272,1.000000,536,94600
212,59,0.345536,1.000000,472,95072
213,56,0.343808,1.000000,448,95520
214,104,0.342089,1.000000,832,96352
215,61,0.340379,1.000000,488,96840
216,72,0.338677,1.000000,576,97416
217,76,0.336983,1.000000,608,98024
218,66,0.335298,1.000000,528,98552
219,59,0.333622,1.000000,472,99024
220,76,0.331954,1.000000,608,99632
221,70,0.330294,1.000000,560,100192
222,90,0.328643,1.000000,720,100912
223,122,0.326999,1.000000,976,101888
224,118,0.325364,1.000000,944,102832
225,97,0.323738,1.000000,776,103608
226,70,0.322119,1.000000,560,104168
227,106,0.320508,1.000000,848,105016
228,72,0.318906,1.000000,576,105592
229,74,0.317311,1.000000,592,106184
230,72,0.315725,1.000000,576,106760
231,82,0.314146,1.000000,656,107416
232,72,0.312575,1.000000,576,107992
233,72,0.311012,1.000000,576,108568
234,74,0.309457,1.000000,592,109160
235,76,0.307910,1.000000,608,109768
236,80,0.306371,1.000000,640,110408
237,80,0.304839,1.000000,640,111048
238,80,0.303315,1.000000,640,111688
239,74,0.301798,1.000000,592,112280
240,72,0.300289,1.000000,576,112856
241,71,0.298788,1.000000,568,113424
242,88,0.297294,1.000000,704,114128
243,76,0.295807,1.000000,608,114736
244,116,0.294328,1.000000,928,115664
245,98,0.292856,1.000000,784,116448
246,107,0.291392,1.000000,856,117304
247,81,0.289935,1.000000,648,117952
248,71,0.288486,1.000000,568,118520
249,76,0.287043,1.000000,608,119128
250,77,0.285608,1.000000,616,119744
251,78,0.284180,1.000000,624,120368
252,76,0.282759,1.000000,608,120976
253,74,0.281345,1.000000,592,121568
254,82,0.279938,1.000000,656,122224
255,74,0.278539,1.000000,592,122816
256,106,0.277146,1.000000,848,123664
257,78,0.275760,1.000000,624,124288
258,74,0.274382,1.000000,592,124880
259,91,0.273010,1.000000,728,125608
260,78,0.271645,1.000000,624,126232
261,70,0.270286,1.000000,560,126792
262,74,0.268935,1.000000,592,127384
263,73,0.267590,1.000000,584,127968
264,78,0.266252,1.000000,624,128592
265,72,0.264921,1.000000,576,129168
266,78,0.263596,1.000000,624,129792
267,75,0.262278,1.000000,600,130392
268,78,0.260967,1.000000,624,131016
269,112,0.259662,1.000000,896,131912
270,80,0.258364,1.000000,640,132552
271,84,0.257072,1.000000,672,133224
272,84,0.255787,1.000000,672,133896
273,82,0.254508,1.000000,656,134552
274,80,0.253235,1.000000,640,135192
275,84,0.251969,1.000000,672,135864
276,82,0.250709,1.000000,656,136520
277,78,0.249456,1.000000,624,137144
278,84,0.248208,1.000000,672,137816
279,86,0.246967,1.000000,688,138504
280,82,0.245733,1.000000,656,139160
281,79,0.244504,1.000000,632,139792
282,117,0.243281,1.000000,936,140728
283,85,0.242065,1.000000,680,141408
284,76,0.240855,1.000000,608,142016
285,121,0.239650,1.000000,968,142984
286,84,0.238452,1.000000,672,143656
287,82,0.237260,1.000000,656,144312
288,81,0.236074,1.000000,648,144960
289,138,0.234893,1.000000,1104,146064
290,82,0.233719,1.000000,656,146720
291,80,0.232550,1.000000,640,147360
292,86,0.231387,1.000000,688,148048
293,83,0.230230,1.000000,664,148712
294,84,0.229079,1.000000,672,149384
295,84,0.227934,1.000000,672,150056
296,114,0.226794,1.000000,912,150968
297,82,0.225660,1.000000,656,151624
298,80,0.224532,1.000000,640,152264
299,84,0.223409,1.000000,672,152936
300,85,0.222292,1.000000,680,153616
301,86,0.221181,1.000000,688,154304
302,141,0.220075,1.000000,1128,155432
303,84,0.218974,1.000000,672,156104
304,85,0.217880,1.000000,680,156784
305,86,0.216790,1.000000,688,157472
306,140,0.215706,1.000000,1120,158592
307,82,0.214628,1.000000,656,159248
308,82,0.213555,1.000000,656,159904
309,85,0.212487,1.000000,680,160584
310,92,0.211424,1.000000,736,161320
311,88,0.210367,1.000000,704,162024
312,84,0.209315,1.000000,672,162696
313,84,0.208269,1.000000,672,163368
314,83,0.207227,1.000000,664,164032
315,91,0.206191,1.000000,728,164760
316,86,0.205160,1.000000,688,165448
317,82,0.204135,1.000000,656,166104
318,87,0.203114,1.000000,696,166800
319,82,0.202098,1.000000,656,167456
320,114,0.201088,1.000000,912,168368
321,91,0.200082,1.000000,728,169096
322,86,0.199082,1.000000,688,169784
323,84,0.198087,1.000000,672,170456
324,85,0.197096,1.000000,680,171136
325,144,0.196111,1.000000,1152,172288
326,142,0.195130,1.000000,1136,173424
327,86,0.194154,1.000000,688,174112
328,84,0.193184,1.000000,672,174784
329,85,0.192218,1.000000,680,175464
330,129,0.191257,1.000000,1032,176496
331,88,0.190300,1.000000,704,177200
332,109,0.189349,1.000000,872,178072
333,84,0.188402,1.000000,672,178744
334,80,0.187460,1.000000,640,179384
335,88,0.186523,1.000000,704,180088
336,86,0.185590,1.000000,688,180776
337,90,0.184662,1.000000,720,181496
338,85,0.183739,1.000000,680,182176
339,86,0.182820,1.000000,688,182864
340,88,0.181906,1.000000,704,183568
341,151,0.180997,1.000000,1208,184776
342,92,0.180092,1.000000,736,185512
343,88,0.179191,1.000000,704,186216
344,82,0.178295,1.000000,656,186872
345,88,0.177404,1.000000,704,187576
346,156,0.176517,1.000000,1248,188824
347,86,0.175634,1.000000,688,189512
348,128,0.174756,1.000000,1024,190536
349,92,0.173882,1.000000,736,191272
350,111,0.173013,1.000000,888,192160
351,86,0.172148,1.000000,688,192848
352,110,0.171287,1.000000,880,193728
353,91,0.170431,1.000000,728,194456
354,86,0.169578,1.000000,688,195144
355,141,0.168731,1.000000,1128,196272
356,105,0.167887,1.000000,840,197112
357,86,0.167047,1.000000,688,197800
358,98,0.166212,1.000000,784,198584
359,86,0.165381,1.000000,688,199272
360,90,0.164554,1.000000,720,199992
361,113,0.163731,1.000000,904,200896
362,120,0.162913,1.000000,960,201856
363,131,0.162098,1.000000,1048,202904
364,94,0.161288,1.000000,752,203656
365,86,0.160481,1.000000,688,204344
366,88,0.159679,1.000000,704,205048
367,84,0.158881,1.000000,672,205720
368,121,0.158086,1.000000,968,206688
369,146,0.157296,1.000000,1168,207856
370,86,0.156509,1.000000,688,208544
371,84,0.155727,1.000000,672,209216
372,84,0.154948,1.000000,672,209888
373,84,0.154173,1.000000,672,210560
374,90,0.153402,1.000000,720,211280
375,154,0.152635,1.000000,1232,212512
376,88,0.151872,1.000000,704,213216
377,147,0.151113,1.000000,1176,214392
378,92,0.150357,1.000000,736,215128
379,134,0.149606,1.000000,1072,216200
380,92,0.148857,1.000000,736,216936
381,130,0.148113,1.000000,1040,217976
382,145,0.147373,1.000000,1160,219136
383,90,0.146636,1.000000,720,219856
384,95,0.145903,1.000000,760,220616
385,91,0.145173,1.000000,728,221344
386,87,0.144447,1.000000,696,222040
387,153,0.143725,1.000000,1224,223264
388,100,0.143006,1.000000,800,224064
389,84,0.142291,1.000000,672,224736
390,90,0.141580,1.000000,720,225456
391,152,0.140872,1.000000,1216,226672
392,94,0.140168,1.000000,752,227424
393,130,0.139467,1.000000,1040,228464
394,93,0.138769,1.000000,744,229208
395,88,0.138076,1.000000,704,229912
396,89,0.137385,1.000000,712,230624
397,129,0.136698,1.000000,1032,231656
398,141,0.136015,1.000000,1128,232784
399,126,0.135335,1.000000,1008,233792
400,96,0.134658,1.000000,768,234560
401,154,0.133985,1.000000,1232,235792
402,92,0.133315,1.000000,736,236528
403,92,0.132648,1.000000,736,237264
404,92,0.131985,1.000000,736,238000
405,156,0.131325,1.000000,1248,239248
406,148,0.130668,1.000000,1184,240432
407,118,0.130015,1.000000,944,241376
408,154,0.129365,1.000000,1232,242608
409,88,0.128718,1.000000,704,243312
410,90,0.128075,1.000000,720,244032
411,88,0.127434,1.000000,704,244736
412,91,0.126797,1.000000,728,245464
413,90,0.126163,1.000000,720,246184
414,143,0.125532,1.000000,1144,247328
415,149,0.124905,1.000000,1192,248520
416,90,0.124280,1.000000,720,249240
417,108,0.123659,1.000000,864,250104
418,88,0.123040,1.000000,704,250808
419,88,0.122425,1.000000,704,251512
420,111,0.121813,1.000000,888,252400
421,90,0.121204,1.000000,720,253120
422,103,0.120598,1.000000,824,253944
423,152,0.119995,1.000000,1216,255160
424,94,0.119395,1.000000,752,255912
425,90,0.118798,1.000000,720,256632
426,85,0.118204,1.000000,680,257312
427,96,0.117613,1.000000,768,258080
428,114,0.117025,1.000000,912,258992
429,148,0.116440,1.000000,1184,260176
430,92,0.115858,1.000000,736,260912
431,92,0.115278,1.000000,736,261648
432,136,0.114702,1.000000,1088,262736
433,90,0.114128,1.000000,720,263456
434,151,0.113558,1.000000,1208,264664
435,96,0.112990,1.000000,768,265432
436,97,0.112425,1.000000,776,266208
437,92,0.111863,1.000000,736,266944
438,92,0.111304,1.000000,736,267680
439,88,0.110747,1.000000,704,268384
440,107,0.110193,1.000000,856,269240
441,94,0.109642,1.000000,752,269992
442,114,0.109094,1.000000,912,270904
443,94,0.108549,1.000000,752,271656
444,94,0.108006,1.000000,752,272408
445,109,0.107466,1.000000,872,273280
446,153,0.106929,1.000000,1224,274504
447,96,0.106394,1.000000,768,275272
448,90,0.105862,1.000000,720,275992
449,94,0.105333,1.000000,752,276744
450,155,0.104806,1.000000,1240,277984
451,94,0.104282,1.000000,752,278736
452,92,0.103761,1.000000,736,279472
453,106,0.103242,1.000000,848,280320
454,94,0.102726,1.000000,752,281072
455,90,0.102212,1.000000,720,281792
456,96,0.101701,1.000000,768,282560
457,92,0.101192,1.000000,736,283296
458,97,0.100686,1.000000,776,284072
459,126,0.100183,1.000000,1008,285080
460,149,0.099682,1.000000,1192,286272
461,96,0.099184,1.000000,768,287040
462,109,0.098688,1.000000,872,287912
463,88,0.098194,1.000000,704,288616
464,148,0.097703,1.000000,1184,289800
465,151,0.097215,1.000000,1208,291008
466,86,0.096729,1.000000,688,291696
467,95,0.096245,1.000000,760,292456
468,155,0.095764,1.000000,1240,293696
469,90,0.095285,1.000000,720,294416
470,92,0.094809,1.000000,736,295152
471,97,0.094335,1.000000,776,295928
472,92,0.093863,1.000000,736,296664
473,148,0.093394,1.000000,1184,297848
474,154,0.092927,1.000000,1232,299080
475,155,0.092462,1.000000,1240,300320
476,92,0.092000,1.000000,736,301056
477,94,0.091540,1.000000,752,301808
478,97,0.091082,1.000000,776,302584
479,154,0.090627,1.000000,1232,303816
480,96,0.090173,1.000000,768,304584
481,92,0.089723,1.000000,736,305320
482,94,0.089274,1.000000,752,306072
483,96,0.088828,1.000000,768,306840
484,131,0.088383,1.000000,1048,307888
485,99,0.087942,1.000000,792,308680
486,116,0.087502,1.000000,928,309608
487,97,0.087064,1.000000,776,310384
488,97,0.086629,1.000000,776,311160
489,94,0.086196,1.000000,752,311912
490,120,0.085765,1.000000,960,312872
491,148,0.085336,1.000000,1184,314056
492,94,0.084909,1.000000,752,314808
493,112,0.084485,1.000000,896,315704
494,113,0.084062,1.000000,904,316608
495,111,0.083642,1.000000,888,317496
496,149,0.083224,1.000000,1192,318688
497,97,0.082808,1.000000,776,319464
498,96,0.082394,1.000000,768,320232
499,94,0.081982,1.000000,752,320984
500,70,0.081572,1.000000,560,321544
501,92,0.081164,1.000000,736,322280
502,154,0.080758,1.000000,1232,323512
503,123,0.080354,1.000000,984,324496
504,99,0.079953,1.000000,792,325288
505,96,0.079553,1.000000,768,326056
506,96,0.079155,1.000000,768,326824
507,92,0.078759,1.000000,736,327560
508,138,0.078366,1.000000,1104,328664
509,156,0.077974,1.000000,1248,329912
510,97,0.077584,1.000000,776,330688
511,156,0.077196,1.000000,1248,331936
512,157,0.076810,1.000000,1256,333192
513,155,0.076426,1.000000,1240,334432
514,96,0.076044,1.000000,768,335200
515,97,0.075664,1.000000,776,335976
516,97,0.075285,1.000000,776,336752
517,94,0.074909,1.000000,752,337504
518,94,0.074534,1.000000,752,338256
519,157,0.074162,1.000000,1256,339512
520,94,0.073791,1.000000,752,340264
521,97,0.073422,1.000000,776,341040
522,99,0.073055,1.000000,792,341832
523,92,0.072689,1.000000,736,342568
524,97,0.072326,1.000000,776,343344
525,129,0.071964,1.000000,1032,344376
526,97,0.071605,1.000000,776,345152
527,158,0.071247,1.000000,1264,346416
528,157,0.070890,1.000000,1256,347672
529,94,0.070536,1.000000,752,348424
530,153,0.070183,1.000000,1224,349648
531,115,0.069832,1.000000,920,350568
532,96,0.069483,1.000000,768,351336
533,121,0.069136,1.000000,968,352304
534,99,0.068790,1.000000,792,353096
535,97,0.068446,1.000000,776,353872
536,96,0.068104,1.000000,768,354640
537,94,0.067763,1.000000,752,355392
538,97,0.067424,1.000000,776,356168
539,94,0.067087,1.000000,752,356920
540,99,0.066752,1.000000,792,357712
541,96,0.066418,1.000000,768,358480
542,96,0.066086,1.000000,768,359248
543,92,0.065756,1.000000,736,359984
544,119,0.065427,1.000000,952,360936
545,98,0.065100,1.000000,784,361720
546,157,0.064774,1.000000,1256,362976
547,133,0.064450,1.000000,1064,364040
548,97,0.064128,1.000000,776,364816
549,97,0.063807,1.000000,776,365592
550,96,0.063488,1.000000,768,366360
551,154,0.063171,1.000000,1232,367592
552,99,0.062855,1.000000,792,368384
553,97,0.062541,1.000000,776,369160
554,106,0.062228,1.000000,848,370008
555,94,0.061917,1.000000,752,370760
556,96,0.061607,1.000000,768,371528
557,97,0.061299,1.000000,776,372304
558,99,0.060993,1.000000,792,373096
559,156,0.060688,1.000000,1248,374344
560,92,0.060384,1.000000,736,375080
561,99,0.060083,1.000000,792,375872
562,97,0.059782,1.000000,776,376648
563,96,0.059483,1.000000,768,377416
564,104,0.059186,1.000000,832,378248
565,90,0.058890,1.000000,720,378968
566,94,0.058595,1.000000,752,379720
567,90,0.058302,1.000000,720,380440
568,96,0.058011,1.000000,768,381208
569,96,0.057721,1.000000,768,381976
570,94,0.057432,1.000000,752,382728
571,128,0.057145,1.000000,1024,383752
572,98,0.056859,1.000000,784,384536
573,112,0.056575,1.000000,896,385432
574,121,0.056292,1.000000,968,386400
575,96,0.056011,1.000000,768,387168
576,131,0.055731,1.000000,1048,388216
577,127,0.055452,1.000000,1016,389232
578,96,0.055175,1.000000,768,390000
579,96,0.054899,1.000000,768,390768
580,96,0.054624,1.000000,768,391536
581,99,0.054351,1.000000,792,392328
582,94,0.054080,1.000000,752,393080
583,97,0.053809,1.000000,776,393856
584,113,0.053540,1.000000,904,394760
585,99,0.053272,1.000000,792,395552
586,155,0.053006,1.000000,1240,396792
587,99,0.052741,1.000000,792,397584
588,96,0.052477,1.000000,768,398352
589,96,0.052215,1.000000,768,399120
590,156,0.051954,1.000000,1248,400368
591,99,0.051694,1.000000,792,401160
592,94,0.051436,1.000000,752,401912
593,99,0.051178,1.000000,792,402704
594,99,0.050923,1.000000,792,403496
595,97,0.050668,1.000000,776,404272
596,97,0.050415,1.000000,776,405048
597,96,0.050163,1.000000,768,405816
598,99,0.049912,1.000000,792,406608
599,97,0.049662,1.000000,776,407384
600,96,0.049414,1.000000,768,408152
601,98,0.049167,1.000000,784,408936
602,97,0.048921,1.000000,776,409712
603,97,0.048676,1.000000,776,410488
604,155,0.048433,1.000000,1240,411728
605,156,0.048191,1.000000,1248,412976
606,99,0.047950,1.000000,792,413768
607,97,0.047710,1.000000,776,414544
608,109,0.047472,1.000000,872,415416
609,94,0.047234,1.000000,752,416168
610,96,0.046998,1.000000,768,416936
611,92,0.046763,1.000000,736,417672
612,158,0.046529,1.000000,1264,418936
613,96,0.046297,1.000000,768,419704
614,97,0.046065,1.000000,776,420480
615,112,0.045835,1.000000,896,421376
616,99,0.045606,1.000000,792,422168
617,96,0.045378,1.000000,768,422936
618,97,0.045151,1.000000,776,423712
619,97,0.044925,1.000000,776,424488
620,156,0.044700,1.000000,1248,425736
621,97,0.044477,1.000000,776,426512
622,99,0.044254,1.000000,792,427304
623,97,0.044033,1.000000,776,428080
624,97,0.043813,1.000000,776,428856
625,97,0.043594,1.000000,776,429632
626,151,0.043376,1.000000,1208,430840
627,99,0.043159,1.000000,792,431632
628,97,0.042943,1.000000,776,432408
629,129,0.042729,1.000000,1032,433440
630,94,0.042515,1.000000,752,434192
631,144,0.042302,1.000000,1152,435344
632,152,0.042091,1.000000,1216,436560
633,138,0.041880,1.000000,1104,437664
634,99,0.041671,1.000000,792,438456
635,96,0.041463,1.000000,768,439224
636,97,0.041255,1.000000,776,440000
637,98,0.041049,1.000000,784,440784
638,137,0.040844,1.000000,1096,441880
639,99,0.040640,1.000000,792,442672
640,96,0.040436,1.000000,768,443440
641,99,0.040234,1.000000,792,444232
642,96,0.040033,1.000000,768,445000
643,99,0.039833,1.000000,792,445792
644,97,0.039634,1.000000,776,446568
645,96,0.039435,1.000000,768,447336
646,158,0.039238,1.000000,1264,448600
647,99,0.039042,1.000000,792,449392
648,99,0.038847,1.000000,792,450184
649,94,0.038653,1.000000,752,450936
650,97,0.038459,1.000000,776,451712
651,99,0.038267,1.000000,792,452504
652,120,0.038076,1.000000,960,453464
653,138,0.037885,1.000000,1104,454568
654,110,0.037696,1.000000,880,455448
655,96,0.037507,1.000000,768,456216
656,126,0.037320,1.000000,1008,457224
657,97,0.037133,1.000000,776,458000
658,98,0.036948,1.000000,784,458784
659,99,0.036763,1.000000,792,459576
660,139,0.036579,1.000000,1112,460688
661,156,0.036396,1.000000,1248,461936
662,96,0.036214,1.000000,768,462704
663,96,0.036033,1.000000,768,463472
664,99,0.035853,1.000000,792,464264
665,96,0.035674,1.000000,768,465032
666,97,0.035495,1.000000,776,465808
667,99,0.035318,1.000000,792,466600
668,97,0.035141,1.000000,776,467376
669,149,0.034966,1.000000,1192,468568
670,152,0.034791,1.000000,1216,469784
671,127,0.034617,1.000000,1016,470800
672,98,0.034444,1.000000,784,471584
673,97,0.034272,1.000000,776,472360
674,98,0.034100,1.000000,784,473144
675,158,0.033930,1.000000,1264,474408
676,99,0.033760,1.000000,792,475200
677,99,0.033591,1.000000,792,475992
678,96,0.033423,1.000000,768,476760
679,96,0.033256,1.000000,768,477528
680,94,0.033090,1.000000,752,478280
681,97,0.032924,1.000000,776,479056
682,139,0.032760,1.000000,1112,480168
683,156,0.032596,1.000000,1248,481416
684,149,0.032433,1.000000,1192,482608
685,97,0.032271,1.000000,776,483384
686,98,0.032109,1.000000,784,484168
687,126,0.031949,1.000000,1008,485176
688,98,0.031789,1.000000,784,485960
689,99,0.031630,1.000000,792,486752
690,99,0.031472,1.000000,792,487544
691,157,0.031315,1.000000,1256,488800
692,127,0.031158,1.000000,1016,489816
693,99,0.031002,1.000000,792,490608
694,97,0.030847,1.000000,776,491384
695,96,0.030693,1.000000,768,492152
696,99,0.030540,1.000000,792,492944
697,99,0.030387,1.000000,792,493736
698,157,0.030235,1.000000,1256,494992
699,99,0.030084,1.000000,792,495784
700,120,0.029933,1.000000,960,496744
701,158,0.029784,1.000000,1264,498008
702,97,0.029635,1.000000,776,498784
703,99,0.029487,1.000000,792,499576
704,97,0.029339,1.000000,776,500352
705,97,0.029193,1.000000,776,501128
706,99,0.029047,1.000000,792,501920
707,96,0.028901,1.000000,768,502688
708,97,0.028757,1.000000,776,503464
709,99,0.028613,1.000000,792,504256
710,99,0.028470,1.000000,792,505048
711,97,0.028328,1.000000,776,505824
712,146,0.028186,1.000000,1168,506992
713,151,0.028045,1.000000,1208,508200
714,97,0.027905,1.000000,776,508976
715,91,0.027765,1.000000,728,509704
716,97,0.027626,1.000000,776,510480
717,157,0.027488,1.000000,1256,511736
718,156,0.027351,1.000000,1248,512984
719,127,0.027214,1.000000,1016,514000
720,115,0.027078,1.000000,920,514920
721,97,0.026943,1.000000,776,515696
722,97,0.026808,1.000000,776,516472
723,99,0.026674,1.000000,792,517264
724,99,0.026541,1.000000,792,518056
725,97,0.026408,1.000000,776,518832
