episode,batch_episode_steps,epsilon,intrinsic_weight
992,99,0.010000,1.000000
993,99,0.010000,1.000000
994,99,0.010000,1.000000
995,99,0.010000,1.000000
996,99,0.010000,1.000000
997,99,0.010000,1.000000
998,99,0.010000,1.000000
999,99,0.010000,1.000000
1000,99,0.010000,1.000000
1001,99,0.010000,1.000000
1002,158,0.010000,1.000000
1003,99,0.010000,1.000000
1004,99,0.010000,1.000000
1005,99,0.010000,1.000000
1006,99,0.010000,1.000000
1007,99,0.010000,1.000000
1008,99,0.010000,1.000000
1009,99,0.010000,1.000000
1010,99,0.010000,1.000000
1011,99,0.010000,1.000000
1012,99,0.010000,1.000000
1013,158,0.010000,1.000000
1014,99,0.010000,1.000000
1015,97,0.010000,1.000000
1016,99,0.010000,1.000000
1017,99,0.010000,1.000000
1018,99,0.010000,1.000000
1019,99,0.010000,1.000000
1020,99,0.010000,1.000000
1021,99,0.010000,1.000000
1022,99,0.010000,1.000000
1023,99,0.010000,1.000000
1024,99,0.010000,1.000000
1025,99,0.010000,1.000000
1026,98,0.010000,1.000000
1027,99,0.010000,1.000000
1028,99,0.010000,1.000000
1029,99,0.010000,1.000000
1030,99,0.010000,1.000000
1031,132,0.010000,1.000000
1032,99,0.010000,1.000000
1033,99,0.010000,1.000000
1034,99,0.010000,1.000000
1035,99,0.010000,1.000000
1036,99,0.010000,1.000000
1037,99,0.010000,1.000000
1038,99,0.010000,1.000000
1039,99,0.010000,1.000000
1040,99,0.010000,1.000000
1041,99,0.010000,1.000000
1042,99,0.010000,1.000000
1043,99,0.010000,1.000000
1044,99,0.010000,1.000000
1045,99,0.010000,1.000000
1046,99,0.010000,1.000000
1047,99,0.010000,1.000000
1048,99,0.010000,1.000000
1049,99,0.010000,1.000000
1050,158,0.010000,1.000000
1051,99,0.010000,1.000000
1052,99,0.010000,1.000000
1053,99,0.010000,1.000000
1054,99,0.010000,1.000000
1055,99,0.010000,1.000000
1056,99,0.010000,1.000000
1057,99,0.010000,1.000000
1058,99,0.010000,1.000000
1059,99,0.010000,1.000000
1060,99,0.010000,1.000000
1061,99,0.010000,1.000000
1062,97,0.010000,1.000000
1063,99,0.010000,1.000000
1064,97,0.010000,1.000000
1065,107,0.010000,1.000000
1066,99,0.010000,1.000000
1067,99,0.010000,1.000000
1068,99,0.010000,1.000000
1069,98,0.010000,1.000000
1070,99,0.010000,1.000000
1071,99,0.010000,1.000000
1072,99,0.010000,1.000000
1073,99,0.010000,1.000000
1074,99,0.010000,1.000000
1075,96,0.010000,1.000000
1076,99,0.010000,1.000000
1077,99,0.010000,1.000000
1078,97,0.010000,1.000000
1079,99,0.010000,1.000000
1080,99,0.010000,1.000000
1081,99,0.010000,1.000000
1082,99,0.010000,1.000000
1083,99,0.010000,1.000000
1084,97,0.010000,1.000000
1085,158,0.010000,1.000000
1086,99,0.010000,1.000000
1087,98,0.010000,1.000000
1088,99,0.010000,1.000000
1089,99,0.010000,1.000000
1090,99,0.010000,1.000000
1091,158,0.010000,1.000000
1092,99,0.010000,1.000000
1093,99,0.010000,1.000000
1094,99,0.010000,1.000000
1095,99,0.010000,1.000000
1096,99,0.010000,1.000000
1097,112,0.010000,1.000000
1098,99,0.010000,1.000000
1099,99,0.010000,1.000000
1100,99,0.010000,1.000000
1101,99,0.010000,1.000000
1102,99,0.010000,1.000000
1103,97,0.010000,1.000000
1104,99,0.010000,1.000000
1105,158,0.010000,1.000000
1106,99,0.010000,1.000000
1107,99,0.010000,1.000000
1108,99,0.010000,1.000000
1109,99,0.010000,1.000000
1110,99,0.010000,1.000000
1111,99,0.010000,1.000000
1112,99,0.010000,1.000000
1113,99,0.010000,1.000000
1114,96,0.010000,1.000000
1115,145,0.010000,1.000000
1116,99,0.010000,1.000000
1117,135,0.010000,1.000000
1118,99,0.010000,1.000000
1119,99,0.010000,1.000000
1120,99,0.010000,1.000000
1121,99,0.010000,1.000000
1122,99,0.010000,1.000000
1123,99,0.010000,1.000000
1124,99,0.010000,1.000000
1125,97,0.010000,1.000000
1126,157,0.010000,1.000000
1127,97,0.010000,1.000000
1128,99,0.010000,1.000000
1129,99,0.010000,1.000000
1130,94,0.010000,1.000000
1131,97,0.010000,1.000000
1132,99,0.010000,1.000000
1133,99,0.010000,1.000000
1134,99,0.010000,1.000000
1135,99,0.010000,1.000000
1136,97,0.010000,1.000000
1137,99,0.010000,1.000000
1138,97,0.010000,1.000000
1139,97,0.010000,1.000000
1140,99,0.010000,1.000000
1141,99,0.010000,1.000000
1142,99,0.010000,1.000000
1143,99,0.010000,1.000000
1144,99,0.010000,1.000000
1145,99,0.010000,1.000000
1146,99,0.010000,1.000000
1147,99,0.010000,1.000000
1148,99,0.010000,1.000000
1149,99,0.010000,1.000000
1150,99,0.010000,1.000000
1151,99,0.010000,1.000000
1152,99,0.010000,1.000000
1153,97,0.010000,1.000000
1154,99,0.010000,1.000000
1155,99,0.010000,1.000000
1156,99,0.010000,1.000000
1157,99,0.010000,1.000000
1158,99,0.010000,1.000000
1159,99,0.010000,1.000000
1160,97,0.010000,1.000000
1161,99,0.010000,1.000000
1162,99,0.010000,1.000000
1163,99,0.010000,1.000000
1164,99,0.010000,1.000000
1165,99,0.010000,1.000000
1166,99,0.010000,1.000000
1167,97,0.010000,1.000000
1168,158,0.010000,1.000000
1169,99,0.010000,1.000000
1170,99,0.010000,1.000000
1171,99,0.010000,1.000000
1172,99,0.010000,1.000000
1173,97,0.010000,1.000000
1174,99,0.010000,1.000000
1175,99,0.010000,1.000000
1176,99,0.010000,1.000000
1177,99,0.010000,1.000000
1178,99,0.010000,1.000000
1179,99,0.010000,1.000000
1180,99,0.010000,1.000000
1181,99,0.010000,1.000000
1182,99,0.010000,1.000000
1183,99,0.010000,1.000000
1184,99,0.010000,1.000000
1185,157,0.010000,1.000000
1186,99,0.010000,1.000000
1187,158,0.010000,1.000000
1188,99,0.010000,1.000000
1189,99,0.010000,1.000000
1190,99,0.010000,1.000000
1191,97,0.010000,1.000000
1192,97,0.010000,1.000000
1193,97,0.010000,1.000000
1194,99,0.010000,1.000000
1195,97,0.010000,1.000000
1196,97,0.010000,1.000000
1197,99,0.010000,1.000000
1198,97,0.010000,1.000000
1199,97,0.010000,1.000000
1200,94,0.010000,1.000000
1201,153,0.010000,1.000000
1202,99,0.010000,1.000000
1203,99,0.010000,1.000000
1204,157,0.010000,1.000000
1205,97,0.010000,1.000000
1206,99,0.010000,1.000000
1207,99,0.010000,1.000000
1208,158,0.010000,1.000000
1209,97,0.010000,1.000000
1210,97,0.010000,1.000000
1211,99,0.010000,1.000000
1212,99,0.010000,1.000000
1213,99,0.010000,1.000000
1214,99,0.010000,1.000000
1215,96,0.010000,1.000000
1216,140,0.010000,1.000000
1217,97,0.010000,1.000000
1218,99,0.010000,1.000000
1219,99,0.010000,1.000000
1220,99,0.010000,1.000000
1221,96,0.010000,1.000000
1222,99,0.010000,1.000000
1223,99,0.010000,1.000000
1224,97,0.010000,1.000000
1225,99,0.010000,1.000000
1226,99,0.010000,1.000000
1227,97,0.010000,1.000000
1228,99,0.010000,1.000000
1229,97,0.010000,1.000000
1230,97,0.010000,1.000000
1231,97,0.010000,1.000000
1232,99,0.010000,1.000000
1233,99,0.010000,1.000000
1234,97,0.010000,1.000000
1235,97,0.010000,1.000000
1236,97,0.010000,1.000000
1237,99,0.010000,1.000000
1238,99,0.010000,1.000000
1239,144,0.010000,1.000000
1240,97,0.010000,1.000000
1241,99,0.010000,1.000000
1242,99,0.010000,1.000000
1243,97,0.010000,1.000000
1244,97,0.010000,1.000000
1245,99,0.010000,1.000000
1246,99,0.010000,1.000000
1247,97,0.010000,1.000000
1248,99,0.010000,1.000000
1249,99,0.010000,1.000000
1250,97,0.010000,1.000000
1251,99,0.010000,1.000000
1252,99,0.010000,1.000000
1253,97,0.010000,1.000000
1254,96,0.010000,1.000000
1255,99,0.010000,1.000000
1256,94,0.010000,1.000000
1257,97,0.010000,1.000000
1258,99,0.010000,1.000000
1259,99,0.010000,1.000000
1260,99,0.010000,1.000000
1261,96,0.010000,1.000000
1262,98,0.010000,1.000000
1263,158,0.010000,1.000000
1264,99,0.010000,1.000000
1265,97,0.010000,1.000000
1266,98,0.010000,1.000000
1267,99,0.010000,1.000000
1268,99,0.010000,1.000000
1269,99,0.010000,1.000000
1270,96,0.010000,1.000000
1271,97,0.010000,1.000000
1272,99,0.010000,1.000000
1273,99,0.010000,1.000000
1274,158,0.010000,1.000000
1275,99,0.010000,1.000000
1276,97,0.010000,1.000000
1277,97,0.010000,1.000000
1278,99,0.010000,1.000000
1279,99,0.010000,1.000000
1280,99,0.010000,1.000000
1281,99,0.010000,1.000000
1282,99,0.010000,1.000000
1283,99,0.010000,1.000000
1284,97,0.010000,1.000000
1285,116,0.010000,1.000000
1286,97,0.010000,1.000000
1287,99,0.010000,1.000000
1288,99,0.010000,1.000000
1289,99,0.010000,1.000000
1290,97,0.010000,1.000000
1291,99,0.010000,1.000000
1292,99,0.010000,1.000000
1293,99,0.010000,1.000000
1294,97,0.010000,1.000000
1295,96,0.010000,1.000000
1296,95,0.010000,1.000000
1297,99,0.010000,1.000000
1298,99,0.010000,1.000000
1299,97,0.010000,1.000000
1300,97,0.010000,1.000000
1301,98,0.010000,1.000000
1302,99,0.010000,1.000000
1303,158,0.010000,1.000000
1304,90,0.010000,1.000000
1305,99,0.010000,1.000000
1306,97,0.010000,1.000000
1307,158,0.010000,1.000000
1308,140,0.010000,1.000000
1309,99,0.010000,1.000000
1310,99,0.010000,1.000000
1311,97,0.010000,1.000000
1312,99,0.010000,1.000000
1313,99,0.010000,1.000000
1314,97,0.010000,1.000000
1315,97,0.010000,1.000000
1316,99,0.010000,1.000000
1317,99,0.010000,1.000000
1318,97,0.010000,1.000000
1319,97,0.010000,1.000000
1320,99,0.010000,1.000000
1321,97,0.010000,1.000000
1322,99,0.010000,1.000000
1323,99,0.010000,1.000000
1324,99,0.010000,1.000000
1325,97,0.010000,1.000000
1326,97,0.010000,1.000000
1327,99,0.010000,1.000000
1328,97,0.010000,1.000000
1329,99,0.010000,1.000000
1330,96,0.010000,1.000000
1331,96,0.010000,1.000000
1332,121,0.010000,1.000000
1333,99,0.010000,1.000000
1334,96,0.010000,1.000000
1335,96,0.010000,1.000000
1336,92,0.010000,1.000000
1337,96,0.010000,1.000000
1338,96,0.010000,1.000000
1339,97,0.010000,1.000000
1340,99,0.010000,1.000000
1341,99,0.010000,1.000000
1342,97,0.010000,1.000000
1343,97,0.010000,1.000000
1344,96,0.010000,1.000000
1345,92,0.010000,1.000000
1346,97,0.010000,1.000000
1347,96,0.010000,1.000000
1348,96,0.010000,1.000000
1349,97,0.010000,1.000000
1350,94,0.010000,1.000000
1351,94,0.010000,1.000000
1352,97,0.010000,1.000000
1353,157,0.010000,1.000000
1354,96,0.010000,1.000000
1355,99,0.010000,1.000000
1356,96,0.010000,1.000000
1357,96,0.010000,1.000000
1358,158,0.010000,1.000000
1359,99,0.010000,1.000000
1360,158,0.010000,1.000000
1361,96,0.010000,1.000000
1362,99,0.010000,1.000000
1363,158,0.010000,1.000000
1364,97,0.010000,1.000000
1365,96,0.010000,1.000000
1366,99,0.010000,1.000000
1367,97,0.010000,1.000000
1368,97,0.010000,1.000000
1369,158,0.010000,1.000000
1370,97,0.010000,1.000000
1371,97,0.010000,1.000000
1372,98,0.010000,1.000000
1373,97,0.010000,1.000000
1374,99,0.010000,1.000000
1375,97,0.010000,1.000000
1376,98,0.010000,1.000000
1377,158,0.010000,1.000000
1378,157,0.010000,1.000000
1379,96,0.010000,1.000000
1380,97,0.010000,1.000000
1381,96,0.010000,1.000000
1382,97,0.010000,1.000000
1383,97,0.010000,1.000000
1384,99,0.010000,1.000000
1385,99,0.010000,1.000000
1386,97,0.010000,1.000000
1387,158,0.010000,1.000000
1388,158,0.010000,1.000000
1389,96,0.010000,1.000000
1390,158,0.010000,1.000000
1391,96,0.010000,1.000000
1392,99,0.010000,1.000000
1393,158,0.010000,1.000000
1394,94,0.010000,1.000000
1395,96,0.010000,1.000000
1396,97,0.010000,1.000000
1397,141,0.010000,1.000000
1398,115,0.010000,1.000000
1399,99,0.010000,1.000000
1400,97,0.010000,1.000000
1401,97,0.010000,1.000000
1402,97,0.010000,1.000000
1403,98,0.010000,1.000000
1404,99,0.010000,1.000000
1405,97,0.010000,1.000000
1406,99,0.010000,1.000000
1407,99,0.010000,1.000000
1408,97,0.010000,1.000000
1409,97,0.010000,1.000000
1410,99,0.010000,1.000000
1411,97,0.010000,1.000000
1412,99,0.010000,1.000000
1413,97,0.010000,1.000000
1414,97,0.010000,1.000000
1415,99,0.010000,1.000000
1416,99,0.010000,1.000000
1417,140,0.010000,1.000000
1418,99,0.010000,1.000000
1419,99,0.010000,1.000000
1420,97,0.010000,1.000000
1421,99,0.010000,1.000000
1422,99,0.010000,1.000000
1423,99,0.010000,1.000000
1424,97,0.010000,1.000000
1425,99,0.010000,1.000000
1426,97,0.010000,1.000000
1427,97,0.010000,1.000000
1428,99,0.010000,1.000000
1429,99,0.010000,1.000000
1430,99,0.010000,1.000000
1431,99,0.010000,1.000000
1432,97,0.010000,1.000000
1433,97,0.010000,1.000000
1434,99,0.010000,1.000000
1435,99,0.010000,1.000000
1436,157,0.010000,1.000000
1437,97,0.010000,1.000000
1438,99,0.010000,1.000000
1439,97,0.010000,1.000000
1440,97,0.010000,1.000000
1441,97,0.010000,1.000000
1442,97,0.010000,1.000000
1443,99,0.010000,1.000000
1444,99,0.010000,1.000000
1445,99,0.010000,1.000000
1446,99,0.010000,1.000000
1447,99,0.010000,1.000000
1448,97,0.010000,1.000000
1449,99,0.010000,1.000000
1450,99,0.010000,1.000000
1451,97,0.010000,1.000000
1452,99,0.010000,1.000000
1453,97,0.010000,1.000000
1454,96,0.010000,1.000000
1455,96,0.010000,1.000000
1456,97,0.010000,1.000000
1457,99,0.010000,1.000000
1458,99,0.010000,1.000000
1459,158,0.010000,1.000000
1460,99,0.010000,1.000000
1461,99,0.010000,1.000000
1462,99,0.010000,1.000000
1463,97,0.010000,1.000000
1464,97,0.010000,1.000000
1465,97,0.010000,1.000000
1466,97,0.010000,1.000000
1467,97,0.010000,1.000000
1468,97,0.010000,1.000000
1469,99,0.010000,1.000000
1470,94,0.010000,1.000000
1471,98,0.010000,1.000000
1472,158,0.010000,1.000000
1473,99,0.010000,1.000000
1474,99,0.010000,1.000000
1475,99,0.010000,1.000000
1476,157,0.010000,1.000000
1477,97,0.010000,1.000000
1478,158,0.010000,1.000000
1479,99,0.010000,1.000000
1480,158,0.010000,1.000000
1481,99,0.010000,1.000000
1482,97,0.010000,1.000000
1483,99,0.010000,1.000000
1484,99,0.010000,1.000000
1485,99,0.010000,1.000000
1486,123,0.010000,1.000000
1487,96,0.010000,1.000000
1488,96,0.010000,1.000000
1489,99,0.010000,1.000000
1490,158,0.010000,1.000000
1491,99,0.010000,1.000000
1492,99,0.010000,1.000000
1493,129,0.010000,1.000000
1494,97,0.010000,1.000000
1495,99,0.010000,1.000000
1496,99,0.010000,1.000000
1497,99,0.010000,1.000000
1498,99,0.010000,1.000000
1499,99,0.010000,1.000000
1500,99,0.010000,1.000000
1501,99,0.010000,1.000000
1502,97,0.010000,1.000000
1503,158,0.010000,1.000000
1504,97,0.010000,1.000000
1505,97,0.010000,1.000000
1506,99,0.010000,1.000000
1507,157,0.010000,1.000000
1508,97,0.010000,1.000000
1509,97,0.010000,1.000000
1510,99,0.010000,1.000000
1511,97,0.010000,1.000000
1512,99,0.010000,1.000000
1513,97,0.010000,1.000000
1514,99,0.010000,1.000000
1515,97,0.010000,1.000000
1516,99,0.010000,1.000000
1517,97,0.010000,1.000000
1518,97,0.010000,1.000000
1519,99,0.010000,1.000000
1520,99,0.010000,1.000000
1521,97,0.010000,1.000000
1522,98,0.010000,1.000000
1523,99,0.010000,1.000000
1524,99,0.010000,1.000000
1525,97,0.010000,1.000000
1526,99,0.010000,1.000000
1527,97,0.010000,1.000000
1528,97,0.010000,1.000000
1529,99,0.010000,1.000000
1530,99,0.010000,1.000000
1531,97,0.010000,1.000000
1532,99,0.010000,1.000000
1533,97,0.010000,1.000000
1534,97,0.010000,1.000000
1535,99,0.010000,1.000000
1536,99,0.010000,1.000000
1537,96,0.010000,1.000000
1538,156,0.010000,1.000000
1539,99,0.010000,1.000000
1540,97,0.010000,1.000000
1541,97,0.010000,1.000000
1542,99,0.010000,1.000000
1543,99,0.010000,1.000000
1544,99,0.010000,1.000000
1545,97,0.010000,1.000000
1546,99,0.010000,1.000000
1547,156,0.010000,1.000000
1548,97,0.010000,1.000000
1549,98,0.010000,1.000000
1550,97,0.010000,1.000000
1551,99,0.010000,1.000000
1552,99,0.010000,1.000000
1553,97,0.010000,1.000000
1554,99,0.010000,1.000000
1555,97,0.010000,1.000000
1556,97,0.010000,1.000000
1557,99,0.010000,1.000000
1558,97,0.010000,1.000000
1559,97,0.010000,1.000000
1560,97,0.010000,1.000000
1561,99,0.010000,1.000000
1562,157,0.010000,1.000000
1563,99,0.010000,1.000000
1564,157,0.010000,1.000000
1565,97,0.010000,1.000000
1566,99,0.010000,1.000000
1567,99,0.010000,1.000000
1568,99,0.010000,1.000000
1569,99,0.010000,1.000000
1570,99,0.010000,1.000000
1571,99,0.010000,1.000000
1572,99,0.010000,1.000000
1573,97,0.010000,1.000000
1574,98,0.010000,1.000000
1575,99,0.010000,1.000000
1576,97,0.010000,1.000000
1577,97,0.010000,1.000000
1578,99,0.010000,1.000000
1579,97,0.010000,1.000000
1580,99,0.010000,1.000000
1581,99,0.010000,1.000000
1582,97,0.010000,1.000000
1583,99,0.010000,1.000000
1584,99,0.010000,1.000000
1585,97,0.010000,1.000000
1586,99,0.010000,1.000000
1587,97,0.010000,1.000000
1588,99,0.010000,1.000000
1589,158,0.010000,1.000000
1590,97,0.010000,1.000000
1591,97,0.010000,1.000000
1592,96,0.010000,1.000000
1593,99,0.010000,1.000000
1594,99,0.010000,1.000000
1595,97,0.010000,1.000000
1596,99,0.010000,1.000000
1597,96,0.010000,1.000000
1598,99,0.010000,1.000000
1599,99,0.010000,1.000000
1600,97,0.010000,1.000000
1601,99,0.010000,1.000000
1602,96,0.010000,1.000000
1603,99,0.010000,1.000000
1604,99,0.010000,1.000000
1605,99,0.010000,1.000000
1606,156,0.010000,1.000000
1607,99,0.010000,1.000000
1608,99,0.010000,1.000000
1609,98,0.010000,1.000000
1610,97,0.010000,1.000000
1611,99,0.010000,1.000000
1612,99,0.010000,1.000000
1613,97,0.010000,1.000000
1614,99,0.010000,1.000000
1615,147,0.010000,1.000000
1616,98,0.010000,1.000000
1617,97,0.010000,1.000000
1618,154,0.010000,1.000000
1619,97,0.010000,1.000000
1620,158,0.010000,1.000000
1621,97,0.010000,1.000000
1622,99,0.010000,1.000000
1623,99,0.010000,1.000000
1624,97,0.010000,1.000000
1625,97,0.010000,1.000000
1626,99,0.010000,1.000000
1627,99,0.010000,1.000000
1628,97,0.010000,1.000000
1629,99,0.010000,1.000000
1630,99,0.010000,1.000000
1631,97,0.010000,1.000000
1632,99,0.010000,1.000000
1633,99,0.010000,1.000000
1634,99,0.010000,1.000000
1635,99,0.010000,1.000000
1636,99,0.010000,1.000000
1637,97,0.010000,1.000000
1638,99,0.010000,1.000000
1639,99,0.010000,1.000000
1640,97,0.010000,1.000000
1641,99,0.010000,1.000000
1642,99,0.010000,1.000000
1643,99,0.010000,1.000000
1644,99,0.010000,1.000000
1645,99,0.010000,1.000000
1646,97,0.010000,1.000000
1647,96,0.010000,1.000000
1648,99,0.010000,1.000000
1649,97,0.010000,1.000000
1650,99,0.010000,1.000000
1651,158,0.010000,1.000000
1652,97,0.010000,1.000000
1653,99,0.010000,1.000000
1654,99,0.010000,1.000000
1655,99,0.010000,1.000000
1656,99,0.010000,1.000000
1657,99,0.010000,1.000000
1658,152,0.010000,1.000000
1659,99,0.010000,1.000000
1660,99,0.010000,1.000000
1661,99,0.010000,1.000000
1662,97,0.010000,1.000000
1663,99,0.010000,1.000000
1664,97,0.010000,1.000000
1665,99,0.010000,1.000000
1666,99,0.010000,1.000000
1667,136,0.010000,1.000000
1668,99,0.010000,1.000000
1669,99,0.010000,1.000000
1670,97,0.010000,1.000000
1671,99,0.010000,1.000000
1672,97,0.010000,1.000000
1673,99,0.010000,1.000000
1674,99,0.010000,1.000000
1675,99,0.010000,1.000000
1676,97,0.010000,1.000000
1677,96,0.010000,1.000000
1678,99,0.010000,1.000000
1679,99,0.010000,1.000000
1680,99,0.010000,1.000000
1681,99,0.010000,1.000000
1682,99,0.010000,1.000000
1683,99,0.010000,1.000000
1684,97,0.010000,1.000000
1685,99,0.010000,1.000000
1686,99,0.010000,1.000000
1687,99,0.010000,1.000000
1688,97,0.010000,1.000000
1689,132,0.010000,1.000000
1690,97,0.010000,1.000000
1691,99,0.010000,1.000000
1692,99,0.010000,1.000000
1693,99,0.010000,1.000000
1694,99,0.010000,1.000000
1695,99,0.010000,1.000000
1696,98,0.010000,1.000000
1697,97,0.010000,1.000000
1698,99,0.010000,1.000000
1699,99,0.010000,1.000000
1700,96,0.010000,1.000000
1701,98,0.010000,1.000000
1702,158,0.010000,1.000000
1703,99,0.010000,1.000000
1704,99,0.010000,1.000000
1705,97,0.010000,1.000000
1706,99,0.010000,1.000000
1707,99,0.010000,1.000000
1708,97,0.010000,1.000000
1709,158,0.010000,1.000000
1710,99,0.010000,1.000000
1711,99,0.010000,1.000000
1712,99,0.010000,1.000000
1713,97,0.010000,1.000000
1714,99,0.010000,1.000000
1715,99,0.010000,1.000000
1716,158,0.010000,1.000000
1717,99,0.010000,1.000000
1718,99,0.010000,1.000000
1719,97,0.010000,1.000000
1720,158,0.010000,1.000000
1721,99,0.010000,1.000000
1722,99,0.010000,1.000000
1723,99,0.010000,1.000000
1724,152,0.010000,1.000000
1725,99,0.010000,1.000000
1726,97,0.010000,1.000000
1727,99,0.010000,1.000000
1728,99,0.010000,1.000000
1729,99,0.010000,1.000000
1730,99,0.010000,1.000000
1731,99,0.010000,1.000000
1732,99,0.010000,1.000000
1733,99,0.010000,1.000000
1734,158,0.010000,1.000000
1735,99,0.010000,1.000000
1736,97,0.010000,1.000000
1737,99,0.010000,1.000000
1738,99,0.010000,1.000000
1739,97,0.010000,1.000000
1740,99,0.010000,1.000000
1741,99,0.010000,1.000000
1742,99,0.010000,1.000000
1743,99,0.010000,1.000000
1744,99,0.010000,1.000000
1745,99,0.010000,1.000000
1746,99,0.010000,1.000000
1747,97,0.010000,1.000000
1748,99,0.010000,1.000000
1749,99,0.010000,1.000000
1750,99,0.010000,1.000000
1751,97,0.010000,1.000000
1752,99,0.010000,1.000000
1753,97,0.010000,1.000000
1754,99,0.010000,1.000000
1755,99,0.010000,1.000000
1756,99,0.010000,1.000000
1757,99,0.010000,1.000000
1758,99,0.010000,1.000000
1759,99,0.010000,1.000000
1760,99,0.010000,1.000000
1761,99,0.010000,1.000000
1762,99,0.010000,1.000000
1764,98,0.010000,1.000000
1765,99,0.010000,1.000000
1766,99,0.010000,1.000000
1767,99,0.010000,1.000000
1768,99,0.010000,1.000000
1769,99,0.010000,1.000000
1770,99,0.010000,1.000000
1771,99,0.010000,1.000000
1772,99,0.010000,1.000000
1773,99,0.010000,1.000000
1774,99,0.010000,1.000000
1775,99,0.010000,1.000000
1776,99,0.010000,1.000000
1777,99,0.010000,1.000000
1778,98,0.010000,1.000000
1779,99,0.010000,1.000000
1780,99,0.010000,1.000000
1781,99,0.010000,1.000000
1782,99,0.010000,1.000000
1783,97,0.010000,1.000000
1784,99,0.010000,1.000000
1785,99,0.010000,1.000000
1786,99,0.010000,1.000000
1787,99,0.010000,1.000000
1788,99,0.010000,1.000000
1789,99,0.010000,1.000000
1790,99,0.010000,1.000000
1791,99,0.010000,1.000000
1792,99,0.010000,1.000000
1793,99,0.010000,1.000000
1794,99,0.010000,1.000000
1795,99,0.010000,1.000000
1796,99,0.010000,1.000000
1797,99,0.010000,1.000000
1798,99,0.010000,1.000000
1799,99,0.010000,1.000000
1800,99,0.010000,1.000000
1801,99,0.010000,1.000000
1802,97,0.010000,1.000000
1803,99,0.010000,1.000000
1804,158,0.010000,1.000000
1805,99,0.010000,1.000000
1806,99,0.010000,1.000000
1807,99,0.010000,1.000000
1808,98,0.010000,1.000000
1809,99,0.010000,1.000000
1810,99,0.010000,1.000000
1811,99,0.010000,1.000000
1812,99,0.010000,1.000000
1813,99,0.010000,1.000000
1814,99,0.010000,1.000000
1815,99,0.010000,1.000000
1816,97,0.010000,1.000000
1817,99,0.010000,1.000000
1818,99,0.010000,1.000000
1819,99,0.010000,1.000000
1820,98,0.010000,1.000000
1821,99,0.010000,1.000000
1822,99,0.010000,1.000000
1823,99,0.010000,1.000000
1824,99,0.010000,1.000000
1825,99,0.010000,1.000000
1826,97,0.010000,1.000000
1827,97,0.010000,1.000000
1828,99,0.010000,1.000000
1829,99,0.010000,1.000000
1830,99,0.010000,1.000000
1831,99,0.010000,1.000000
1832,99,0.010000,1.000000
1833,99,0.010000,1.000000
1834,99,0.010000,1.000000
1835,99,0.010000,1.000000
1836,99,0.010000,1.000000
1837,99,0.010000,1.000000
1838,99,0.010000,1.000000
1839,99,0.010000,1.000000
1840,99,0.010000,1.000000
1841,97,0.010000,1.000000
1842,97,0.010000,1.000000
1843,99,0.010000,1.000000
1844,99,0.010000,1.000000
1845,99,0.010000,1.000000
1846,99,0.010000,1.000000
1847,99,0.010000,1.000000
1848,99,0.010000,1.000000
1849,97,0.010000,1.000000
1850,99,0.010000,1.000000
1851,99,0.010000,1.000000
1852,99,0.010000,1.000000
1853,99,0.010000,1.000000
1854,99,0.010000,1.000000
1855,99,0.010000,1.000000
1856,97,0.010000,1.000000
1857,98,0.010000,1.000000
1858,158,0.010000,1.000000
1859,99,0.010000,1.000000
1860,99,0.010000,1.000000
1861,99,0.010000,1.000000
1862,99,0.010000,1.000000
1863,99,0.010000,1.000000
1864,99,0.010000,1.000000
1865,99,0.010000,1.000000
1866,99,0.010000,1.000000
1867,99,0.010000,1.000000
1868,99,0.010000,1.000000
1869,99,0.010000,1.000000
1870,158,0.010000,1.000000
1871,99,0.010000,1.000000
1872,99,0.010000,1.000000
1873,99,0.010000,1.000000
1874,158,0.010000,1.000000
1875,99,0.010000,1.000000
1876,99,0.010000,1.000000
1877,99,0.010000,1.000000
1878,158,0.010000,1.000000
1879,97,0.010000,1.000000
1880,99,0.010000,1.000000
1881,158,0.010000,1.000000
1882,99,0.010000,1.000000
1883,158,0.010000,1.000000
1884,99,0.010000,1.000000
1885,96,0.010000,1.000000
1886,99,0.010000,1.000000
1887,97,0.010000,1.000000
1888,99,0.010000,1.000000
1889,99,0.010000,1.000000
1890,99,0.010000,1.000000
1891,99,0.010000,1.000000
1892,99,0.010000,1.000000
1893,98,0.010000,1.000000
1894,99,0.010000,1.000000
1895,99,0.010000,1.000000
1896,99,0.010000,1.000000
1897,99,0.010000,1.000000
1898,97,0.010000,1.000000
1899,99,0.010000,1.000000
1900,99,0.010000,1.000000
1901,99,0.010000,1.000000
1902,99,0.010000,1.000000
1903,99,0.010000,1.000000
1904,99,0.010000,1.000000
1905,99,0.010000,1.000000
1906,99,0.010000,1.000000
1907,99,0.010000,1.000000
1908,99,0.010000,1.000000
1909,99,0.010000,1.000000
1910,97,0.010000,1.000000
1911,97,0.010000,1.000000
1912,99,0.010000,1.000000
1913,99,0.010000,1.000000
1914,99,0.010000,1.000000
1915,99,0.010000,1.000000
1916,97,0.010000,1.000000
1917,99,0.010000,1.000000
1918,99,0.010000,1.000000
1919,99,0.010000,1.000000
1920,97,0.010000,1.000000
1921,99,0.010000,1.000000
1922,99,0.010000,1.000000
1923,99,0.010000,1.000000
1924,99,0.010000,1.000000
