episode,survival_steps_agent0,epsilon,intrinsic_weight,env_steps_all_agents,total_env_steps_cumulative
102,53,0.599728,1.000000,424,43344
103,49,0.596729,1.000000,392,43736
104,49,0.593746,1.000000,392,44128
105,47,0.590777,1.000000,376,44504
106,43,0.587823,1.000000,344,44848
107,50,0.584884,1.000000,400,45248
108,52,0.581959,1.000000,416,45664
109,49,0.579050,1.000000,392,46056
110,53,0.576154,1.000000,424,46480
111,47,0.573274,1.000000,376,46856
112,59,0.570407,1.000000,472,47328
113,51,0.567555,1.000000,408,47736
114,43,0.564717,1.000000,344,48080
115,46,0.561894,1.000000,368,48448
116,56,0.559084,1.000000,448,48896
117,43,0.556289,1.000000,344,49240
118,45,0.553508,1.000000,360,49600
119,71,0.550740,1.000000,568,50168
120,54,0.547986,1.000000,432,50600
121,55,0.545246,1.000000,440,51040
122,50,0.542520,1.000000,400,51440
123,47,0.539808,1.000000,376,51816
124,61,0.537108,1.000000,488,52304
125,56,0.534423,1.000000,448,52752
126,50,0.531751,1.000000,400,53152
127,57,0.529092,1.000000,456,53608
128,49,0.526447,1.000000,392,54000
129,76,0.523814,1.000000,608,54608
130,55,0.521195,1.000000,440,55048
131,47,0.518589,1.000000,376,55424
132,58,0.515996,1.000000,464,55888
133,52,0.513416,1.000000,416,56304
134,52,0.510849,1.000000,416,56720
135,42,0.508295,1.000000,336,57056
136,55,0.505754,1.000000,440,57496
137,88,0.503225,1.000000,704,58200
138,49,0.500709,1.000000,392,58592
139,48,0.498205,1.000000,384,58976
140,50,0.495714,1.000000,400,59376
141,49,0.493236,1.000000,392,59768
142,45,0.490769,1.000000,360,60128
143,39,0.488316,1.000000,312,60440
144,44,0.485874,1.000000,352,60792
145,52,0.483445,1.000000,416,61208
146,61,0.481027,1.000000,488,61696
147,55,0.478622,1.000000,440,62136
148,48,0.476229,1.000000,384,62520
149,52,0.473848,1.000000,416,62936
150,46,0.471479,1.000000,368,63304
151,45,0.469121,1.000000,360,63664
152,49,0.466776,1.000000,392,64056
153,60,0.464442,1.000000,480,64536
154,59,0.462120,1.000000,472,65008
155,53,0.459809,1.000000,424,65432
156,57,0.457510,1.000000,456,65888
157,57,0.455222,1.000000,456,66344
158,60,0.452946,1.000000,480,66824
159,54,0.450682,1.000000,432,67256
160,69,0.448428,1.000000,552,67808
161,49,0.446186,1.000000,392,68200
162,54,0.443955,1.000000,432,68632
163,55,0.441735,1.000000,440,69072
164,49,0.439527,1.000000,392,69464
165,63,0.437329,1.000000,504,69968
166,72,0.435142,1.000000,576,70544
167,59,0.432967,1.000000,472,71016
168,59,0.430802,1.000000,472,71488
169,53,0.428648,1.000000,424,71912
170,51,0.426505,1.000000,408,72320
171,47,0.424372,1.000000,376,72696
172,53,0.422250,1.000000,424,73120
173,58,0.420139,1.000000,464,73584
174,82,0.418038,1.000000,656,74240
175,57,0.415948,1.000000,456,74696
176,77,0.413868,1.000000,616,75312
177,42,0.411799,1.000000,336,75648
178,51,0.409740,1.000000,408,76056
179,76,0.407691,1.000000,608,76664
180,56,0.405653,1.000000,448,77112
181,51,0.403625,1.000000,408,77520
182,60,0.401606,1.000000,480,78000
183,47,0.399598,1.000000,376,78376
184,49,0.397600,1.000000,392,78768
185,63,0.395612,1.000000,504,79272
186,106,0.393634,1.000000,848,80120
187,60,0.391666,1.000000,480,80600
188,46,0.389708,1.000000,368,80968
189,46,0.387759,1.000000,368,81336
190,61,0.385821,1.000000,488,81824
191,65,0.383891,1.000000,520,82344
192,62,0.381972,1.000000,496,82840
193,51,0.380062,1.000000,408,83248
194,80,0.378162,1.000000,640,83888
195,55,0.376271,1.000000,440,84328
196,81,0.374390,1.000000,648,84976
197,101,0.372518,1.000000,808,85784
198,63,0.370655,1.000000,504,86288
199,107,0.368802,1.000000,856,87144
200,57,0.366958,1.000000,456,87600
201,141,0.365123,1.000000,1128,88728
202,95,0.363297,1.000000,760,89488
203,57,0.361481,1.000000,456,89944
204,94,0.359674,1.000000,752,90696
205,66,0.357875,1.000000,528,91224
206,56,0.356086,1.000000,448,91672
207,64,0.354305,1.000000,512,92184
208,67,0.352534,1.000000,536,92720
209,67,0.350771,1.000000,536,93256
210,65,0.349017,1.000000,520,93776
211,110,0.347272,1.000000,880,94656
212,56,0.345536,1.000000,448,95104
213,73,0.343808,1.000000,584,95688
214,102,0.342089,1.000000,816,96504
215,133,0.340379,1.000000,1064,97568
216,69,0.338677,1.000000,552,98120
217,102,0.336983,1.000000,816,98936
218,94,0.335298,1.000000,752,99688
219,85,0.333622,1.000000,680,100368
220,82,0.331954,1.000000,656,101024
221,76,0.330294,1.000000,608,101632
222,94,0.328643,1.000000,752,102384
223,77,0.326999,1.000000,616,103000
224,78,0.325364,1.000000,624,103624
225,71,0.323738,1.000000,568,104192
226,74,0.322119,1.000000,592,104784
227,78,0.320508,1.000000,624,105408
228,82,0.318906,1.000000,656,106064
229,80,0.317311,1.000000,640,106704
230,71,0.315725,1.000000,568,107272
231,82,0.314146,1.000000,656,107928
232,72,0.312575,1.000000,576,108504
233,78,0.311012,1.000000,624,109128
234,70,0.309457,1.000000,560,109688
235,79,0.307910,1.000000,632,110320
236,120,0.306371,1.000000,960,111280
237,71,0.304839,1.000000,568,111848
238,72,0.303315,1.000000,576,112424
239,107,0.301798,1.000000,856,113280
240,72,0.300289,1.000000,576,113856
241,75,0.298788,1.000000,600,114456
242,76,0.297294,1.000000,608,115064
243,102,0.295807,1.000000,816,115880
244,78,0.294328,1.000000,624,116504
245,80,0.292856,1.000000,640,117144
246,80,0.291392,1.000000,640,117784
247,74,0.289935,1.000000,592,118376
248,78,0.288486,1.000000,624,119000
249,120,0.287043,1.000000,960,119960
250,114,0.285608,1.000000,912,120872
251,100,0.284180,1.000000,800,121672
252,84,0.282759,1.000000,672,122344
253,78,0.281345,1.000000,624,122968
254,97,0.279938,1.000000,776,123744
255,76,0.278539,1.000000,608,124352
256,135,0.277146,1.000000,1080,125432
257,76,0.275760,1.000000,608,126040
258,116,0.274382,1.000000,928,126968
259,74,0.273010,1.000000,592,127560
260,104,0.271645,1.000000,832,128392
261,115,0.270286,1.000000,920,129312
262,72,0.268935,1.000000,576,129888
263,80,0.267590,1.000000,640,130528
264,87,0.266252,1.000000,696,131224
265,131,0.264921,1.000000,1048,132272
266,111,0.263596,1.000000,888,133160
267,78,0.262278,1.000000,624,133784
268,78,0.260967,1.000000,624,134408
269,82,0.259662,1.000000,656,135064
270,109,0.258364,1.000000,872,135936
271,79,0.257072,1.000000,632,136568
272,74,0.255787,1.000000,592,137160
273,107,0.254508,1.000000,856,138016
274,92,0.253235,1.000000,736,138752
275,76,0.251969,1.000000,608,139360
276,78,0.250709,1.000000,624,139984
277,76,0.249456,1.000000,608,140592
278,76,0.248208,1.000000,608,141200
279,78,0.246967,1.000000,624,141824
280,147,0.245733,1.000000,1176,143000
281,151,0.244504,1.000000,1208,144208
282,121,0.243281,1.000000,968,145176
283,75,0.242065,1.000000,600,145776
284,76,0.240855,1.000000,608,146384
285,96,0.239650,1.000000,768,147152
286,96,0.238452,1.000000,768,147920
287,106,0.237260,1.000000,848,148768
288,78,0.236074,1.000000,624,149392
289,99,0.234893,1.000000,792,150184
290,151,0.233719,1.000000,1208,151392
291,91,0.232550,1.000000,728,152120
292,80,0.231387,1.000000,640,152760
293,96,0.230230,1.000000,768,153528
294,153,0.229079,1.000000,1224,154752
295,113,0.227934,1.000000,904,155656
296,151,0.226794,1.000000,1208,156864
297,86,0.225660,1.000000,688,157552
298,127,0.224532,1.000000,1016,158568
299,78,0.223409,1.000000,624,159192
300,84,0.222292,1.000000,672,159864
301,76,0.221181,1.000000,608,160472
302,143,0.220075,1.000000,1144,161616
303,105,0.218974,1.000000,840,162456
304,125,0.217880,1.000000,1000,163456
305,111,0.216790,1.000000,888,164344
306,96,0.215706,1.000000,768,165112
307,84,0.214628,1.000000,672,165784
308,85,0.213555,1.000000,680,166464
309,120,0.212487,1.000000,960,167424
310,129,0.211424,1.000000,1032,168456
311,121,0.210367,1.000000,968,169424
312,80,0.209315,1.000000,640,170064
313,82,0.208269,1.000000,656,170720
314,86,0.207227,1.000000,688,171408
315,149,0.206191,1.000000,1192,172600
316,104,0.205160,1.000000,832,173432
317,82,0.204135,1.000000,656,174088
318,136,0.203114,1.000000,1088,175176
319,80,0.202098,1.000000,640,175816
320,108,0.201088,1.000000,864,176680
321,79,0.200082,1.000000,632,177312
322,97,0.199082,1.000000,776,178088
323,86,0.198087,1.000000,688,178776
324,84,0.197096,1.000000,672,179448
325,97,0.196111,1.000000,776,180224
326,151,0.195130,1.000000,1208,181432
327,86,0.194154,1.000000,688,182120
328,80,0.193184,1.000000,640,182760
329,151,0.192218,1.000000,1208,183968
330,84,0.191257,1.000000,672,184640
331,84,0.190300,1.000000,672,185312
332,103,0.189349,1.000000,824,186136
333,120,0.188402,1.000000,960,187096
334,82,0.187460,1.000000,656,187752
335,142,0.186523,1.000000,1136,188888
336,151,0.185590,1.000000,1208,190096
337,86,0.184662,1.000000,688,190784
338,104,0.183739,1.000000,832,191616
339,84,0.182820,1.000000,672,192288
340,124,0.181906,1.000000,992,193280
341,80,0.180997,1.000000,640,193920
342,90,0.180092,1.000000,720,194640
343,86,0.179191,1.000000,688,195328
344,86,0.178295,1.000000,688,196016
345,88,0.177404,1.000000,704,196720
346,116,0.176517,1.000000,928,197648
347,137,0.175634,1.000000,1096,198744
348,152,0.174756,1.000000,1216,199960
349,81,0.173882,1.000000,648,200608
350,84,0.173013,1.000000,672,201280
351,88,0.172148,1.000000,704,201984
352,86,0.171287,1.000000,688,202672
353,86,0.170431,1.000000,688,203360
354,90,0.169578,1.000000,720,204080
355,88,0.168731,1.000000,704,204784
356,88,0.167887,1.000000,704,205488
357,136,0.167047,1.000000,1088,206576
358,116,0.166212,1.000000,928,207504
359,108,0.165381,1.000000,864,208368
360,140,0.164554,1.000000,1120,209488
361,82,0.163731,1.000000,656,210144
362,84,0.162913,1.000000,672,210816
363,140,0.162098,1.000000,1120,211936
364,86,0.161288,1.000000,688,212624
365,81,0.160481,1.000000,648,213272
366,88,0.159679,1.000000,704,213976
367,138,0.158881,1.000000,1104,215080
368,150,0.158086,1.000000,1200,216280
369,127,0.157296,1.000000,1016,217296
370,90,0.156509,1.000000,720,218016
371,98,0.155727,1.000000,784,218800
372,88,0.154948,1.000000,704,219504
373,80,0.154173,1.000000,640,220144
374,141,0.153402,1.000000,1128,221272
375,84,0.152635,1.000000,672,221944
376,86,0.151872,1.000000,688,222632
377,88,0.151113,1.000000,704,223336
378,118,0.150357,1.000000,944,224280
379,131,0.149606,1.000000,1048,225328
380,153,0.148857,1.000000,1224,226552
381,152,0.148113,1.000000,1216,227768
382,95,0.147373,1.000000,760,228528
383,120,0.146636,1.000000,960,229488
384,86,0.145903,1.000000,688,230176
385,92,0.145173,1.000000,736,230912
386,96,0.144447,1.000000,768,231680
387,94,0.143725,1.000000,752,232432
388,84,0.143006,1.000000,672,233104
389,125,0.142291,1.000000,1000,234104
390,107,0.141580,1.000000,856,234960
391,118,0.140872,1.000000,944,235904
392,146,0.140168,1.000000,1168,237072
393,151,0.139467,1.000000,1208,238280
394,80,0.138769,1.000000,640,238920
395,88,0.138076,1.000000,704,239624
396,152,0.137385,1.000000,1216,240840
397,103,0.136698,1.000000,824,241664
398,90,0.136015,1.000000,720,242384
399,111,0.135335,1.000000,888,243272
400,90,0.134658,1.000000,720,243992
401,90,0.133985,1.000000,720,244712
402,140,0.133315,1.000000,1120,245832
403,129,0.132648,1.000000,1032,246864
404,150,0.131985,1.000000,1200,248064
405,92,0.131325,1.000000,736,248800
406,149,0.130668,1.000000,1192,249992
407,131,0.130015,1.000000,1048,251040
408,151,0.129365,1.000000,1208,252248
409,90,0.128718,1.000000,720,252968
410,124,0.128075,1.000000,992,253960
411,82,0.127434,1.000000,656,254616
412,90,0.126797,1.000000,720,255336
413,92,0.126163,1.000000,736,256072
414,92,0.125532,1.000000,736,256808
415,135,0.124905,1.000000,1080,257888
416,115,0.124280,1.000000,920,258808
417,149,0.123659,1.000000,1192,260000
418,88,0.123040,1.000000,704,260704
419,88,0.122425,1.000000,704,261408
420,101,0.121813,1.000000,808,262216
421,154,0.121204,1.000000,1232,263448
422,88,0.120598,1.000000,704,264152
423,88,0.119995,1.000000,704,264856
424,92,0.119395,1.000000,736,265592
425,88,0.118798,1.000000,704,266296
426,103,0.118204,1.000000,824,267120
427,88,0.117613,1.000000,704,267824
428,153,0.117025,1.000000,1224,269048
429,92,0.116440,1.000000,736,269784
430,90,0.115858,1.000000,720,270504
431,93,0.115278,1.000000,744,271248
432,92,0.114702,1.000000,736,271984
433,90,0.114128,1.000000,720,272704
434,151,0.113558,1.000000,1208,273912
435,155,0.112990,1.000000,1240,275152
436,154,0.112425,1.000000,1232,276384
437,94,0.111863,1.000000,752,277136
438,131,0.111304,1.000000,1048,278184
439,90,0.110747,1.000000,720,278904
440,88,0.110193,1.000000,704,279608
441,129,0.109642,1.000000,1032,280640
442,133,0.109094,1.000000,1064,281704
443,90,0.108549,1.000000,720,282424
444,93,0.108006,1.000000,744,283168
445,88,0.107466,1.000000,704,283872
446,116,0.106929,1.000000,928,284800
447,126,0.106394,1.000000,1008,285808
448,153,0.105862,1.000000,1224,287032
449,101,0.105333,1.000000,808,287840
450,128,0.104806,1.000000,1024,288864
451,153,0.104282,1.000000,1224,290088
452,90,0.103761,1.000000,720,290808
453,127,0.103242,1.000000,1016,291824
454,97,0.102726,1.000000,776,292600
455,92,0.102212,1.000000,736,293336
456,94,0.101701,1.000000,752,294088
457,93,0.101192,1.000000,744,294832
458,90,0.100686,1.000000,720,295552
459,92,0.100183,1.000000,736,296288
460,84,0.099682,1.000000,672,296960
461,114,0.099184,1.000000,912,297872
462,94,0.098688,1.000000,752,298624
463,159,0.098194,1.000000,1272,299896
464,90,0.097703,1.000000,720,300616
465,102,0.097215,1.000000,816,301432
466,154,0.096729,1.000000,1232,302664
467,84,0.096245,1.000000,672,303336
468,103,0.095764,1.000000,824,304160
469,84,0.095285,1.000000,672,304832
470,155,0.094809,1.000000,1240,306072
471,95,0.094335,1.000000,760,306832
472,88,0.093863,1.000000,704,307536
473,99,0.093394,1.000000,792,308328
474,90,0.092927,1.000000,720,309048
475,136,0.092462,1.000000,1088,310136
476,158,0.092000,1.000000,1264,311400
477,155,0.091540,1.000000,1240,312640
478,84,0.091082,1.000000,672,313312
479,92,0.090627,1.000000,736,314048
480,143,0.090173,1.000000,1144,315192
481,131,0.089723,1.000000,1048,316240
482,114,0.089274,1.000000,912,317152
483,92,0.088828,1.000000,736,317888
484,133,0.088383,1.000000,1064,318952
485,154,0.087942,1.000000,1232,320184
486,126,0.087502,1.000000,1008,321192
487,92,0.087064,1.000000,736,321928
488,139,0.086629,1.000000,1112,323040
489,99,0.086196,1.000000,792,323832
490,84,0.085765,1.000000,672,324504
491,102,0.085336,1.000000,816,325320
492,90,0.084909,1.000000,720,326040
493,142,0.084485,1.000000,1136,327176
494,143,0.084062,1.000000,1144,328320
495,113,0.083642,1.000000,904,329224
496,99,0.083224,1.000000,792,330016
497,109,0.082808,1.000000,872,330888
498,99,0.082394,1.000000,792,331680
499,118,0.081982,1.000000,944,332624
500,92,0.081572,1.000000,736,333360
501,93,0.081164,1.000000,744,334104
502,122,0.080758,1.000000,976,335080
503,93,0.080354,1.000000,744,335824
504,123,0.079953,1.000000,984,336808
505,97,0.079553,1.000000,776,337584
506,150,0.079155,1.000000,1200,338784
507,151,0.078759,1.000000,1208,339992
508,90,0.078366,1.000000,720,340712
509,90,0.077974,1.000000,720,341432
510,94,0.077584,1.000000,752,342184
511,152,0.077196,1.000000,1216,343400
512,92,0.076810,1.000000,736,344136
513,157,0.076426,1.000000,1256,345392
514,153,0.076044,1.000000,1224,346616
515,90,0.075664,1.000000,720,347336
516,92,0.075285,1.000000,736,348072
517,134,0.074909,1.000000,1072,349144
518,153,0.074534,1.000000,1224,350368
519,114,0.074162,1.000000,912,351280
520,94,0.073791,1.000000,752,352032
521,96,0.073422,1.000000,768,352800
522,78,0.073055,1.000000,624,353424
523,138,0.072689,1.000000,1104,354528
524,131,0.072326,1.000000,1048,355576
525,149,0.071964,1.000000,1192,356768
526,96,0.071605,1.000000,768,357536
527,92,0.071247,1.000000,736,358272
528,82,0.070890,1.000000,656,358928
529,90,0.070536,1.000000,720,359648
530,96,0.070183,1.000000,768,360416
531,133,0.069832,1.000000,1064,361480
532,94,0.069483,1.000000,752,362232
533,147,0.069136,1.000000,1176,363408
534,114,0.068790,1.000000,912,364320
535,94,0.068446,1.000000,752,365072
536,115,0.068104,1.000000,920,365992
537,94,0.067763,1.000000,752,366744
538,151,0.067424,1.000000,1208,367952
539,156,0.067087,1.000000,1248,369200
540,156,0.066752,1.000000,1248,370448
541,92,0.066418,1.000000,736,371184
542,152,0.066086,1.000000,1216,372400
543,155,0.065756,1.000000,1240,373640
544,92,0.065427,1.000000,736,374376
545,155,0.065100,1.000000,1240,375616
546,90,0.064774,1.000000,720,376336
547,96,0.064450,1.000000,768,377104
548,138,0.064128,1.000000,1104,378208
549,116,0.063807,1.000000,928,379136
550,119,0.063488,1.000000,952,380088
551,94,0.063171,1.000000,752,380840
552,99,0.062855,1.000000,792,381632
553,96,0.062541,1.000000,768,382400
554,156,0.062228,1.000000,1248,383648
555,96,0.061917,1.000000,768,384416
556,96,0.061607,1.000000,768,385184
557,156,0.061299,1.000000,1248,386432
558,118,0.060993,1.000000,944,387376
559,94,0.060688,1.000000,752,388128
560,157,0.060384,1.000000,1256,389384
561,126,0.060083,1.000000,1008,390392
562,148,0.059782,1.000000,1184,391576
563,92,0.059483,1.000000,736,392312
564,96,0.059186,1.000000,768,393080
565,90,0.058890,1.000000,720,393800
566,97,0.058595,1.000000,776,394576
567,145,0.058302,1.000000,1160,395736
568,96,0.058011,1.000000,768,396504
569,154,0.057721,1.000000,1232,397736
570,157,0.057432,1.000000,1256,398992
571,100,0.057145,1.000000,800,399792
572,156,0.056859,1.000000,1248,401040
573,96,0.056575,1.000000,768,401808
574,157,0.056292,1.000000,1256,403064
575,98,0.056011,1.000000,784,403848
576,155,0.055731,1.000000,1240,405088
577,155,0.055452,1.000000,1240,406328
578,90,0.055175,1.000000,720,407048
579,129,0.054899,1.000000,1032,408080
580,97,0.054624,1.000000,776,408856
581,99,0.054351,1.000000,792,409648
582,97,0.054080,1.000000,776,410424
583,94,0.053809,1.000000,752,411176
584,94,0.053540,1.000000,752,411928
585,143,0.053272,1.000000,1144,413072
586,114,0.053006,1.000000,912,413984
587,88,0.052741,1.000000,704,414688
588,104,0.052477,1.000000,832,415520
589,155,0.052215,1.000000,1240,416760
590,143,0.051954,1.000000,1144,417904
591,121,0.051694,1.000000,968,418872
592,143,0.051436,1.000000,1144,420016
593,100,0.051178,1.000000,800,420816
594,92,0.050923,1.000000,736,421552
595,97,0.050668,1.000000,776,422328
596,156,0.050415,1.000000,1248,423576
597,94,0.050163,1.000000,752,424328
598,96,0.049912,1.000000,768,425096
599,97,0.049662,1.000000,776,425872
600,96,0.049414,1.000000,768,426640
601,96,0.049167,1.000000,768,427408
602,154,0.048921,1.000000,1232,428640
603,96,0.048676,1.000000,768,429408
604,153,0.048433,1.000000,1224,430632
605,130,0.048191,1.000000,1040,431672
606,94,0.047950,1.000000,752,432424
607,122,0.047710,1.000000,976,433400
608,96,0.047472,1.000000,768,434168
609,96,0.047234,1.000000,768,434936
610,157,0.046998,1.000000,1256,436192
611,151,0.046763,1.000000,1208,437400
612,153,0.046529,1.000000,1224,438624
613,97,0.046297,1.000000,776,439400
614,97,0.046065,1.000000,776,440176
615,127,0.045835,1.000000,1016,441192
616,156,0.045606,1.000000,1248,442440
617,157,0.045378,1.000000,1256,443696
618,155,0.045151,1.000000,1240,444936
619,96,0.044925,1.000000,768,445704
620,90,0.044700,1.000000,720,446424
621,97,0.044477,1.000000,776,447200
622,118,0.044254,1.000000,944,448144
623,155,0.044033,1.000000,1240,449384
624,157,0.043813,1.000000,1256,450640
625,158,0.043594,1.000000,1264,451904
626,97,0.043376,1.000000,776,452680
627,108,0.043159,1.000000,864,453544
628,156,0.042943,1.000000,1248,454792
629,156,0.042729,1.000000,1248,456040
630,96,0.042515,1.000000,768,456808
631,96,0.042302,1.000000,768,457576
632,99,0.042091,1.000000,792,458368
633,160,0.041880,1.000000,1280,459648
634,157,0.041671,1.000000,1256,460904
635,94,0.041463,1.000000,752,461656
636,155,0.041255,1.000000,1240,462896
637,98,0.041049,1.000000,784,463680
638,96,0.040844,1.000000,768,464448
639,158,0.040640,1.000000,1264,465712
640,99,0.040436,1.000000,792,466504
641,95,0.040234,1.000000,760,467264
642,96,0.040033,1.000000,768,468032
643,155,0.039833,1.000000,1240,469272
644,150,0.039634,1.000000,1200,470472
645,133,0.039435,1.000000,1064,471536
646,97,0.039238,1.000000,776,472312
647,156,0.039042,1.000000,1248,473560
648,108,0.038847,1.000000,864,474424
649,133,0.038653,1.000000,1064,475488
650,155,0.038459,1.000000,1240,476728
651,94,0.038267,1.000000,752,477480
652,114,0.038076,1.000000,912,478392
653,95,0.037885,1.000000,760,479152
654,156,0.037696,1.000000,1248,480400
655,97,0.037507,1.000000,776,481176
656,96,0.037320,1.000000,768,481944
657,93,0.037133,1.000000,744,482688
658,96,0.036948,1.000000,768,483456
659,97,0.036763,1.000000,776,484232
660,94,0.036579,1.000000,752,484984
661,110,0.036396,1.000000,880,485864
662,99,0.036214,1.000000,792,486656
663,156,0.036033,1.000000,1248,487904
664,108,0.035853,1.000000,864,488768
665,133,0.035674,1.000000,1064,489832
666,118,0.035495,1.000000,944,490776
667,154,0.035318,1.000000,1232,492008
668,156,0.035141,1.000000,1248,493256
669,154,0.034966,1.000000,1232,494488
670,94,0.034791,1.000000,752,495240
671,96,0.034617,1.000000,768,496008
672,96,0.034444,1.000000,768,496776
673,99,0.034272,1.000000,792,497568
674,97,0.034100,1.000000,776,498344
675,97,0.033930,1.000000,776,499120
676,96,0.033760,1.000000,768,499888
677,96,0.033591,1.000000,768,500656
678,103,0.033423,1.000000,824,501480
679,94,0.033256,1.000000,752,502232
680,156,0.033090,1.000000,1248,503480
681,155,0.032924,1.000000,1240,504720
682,98,0.032760,1.000000,784,505504
683,110,0.032596,1.000000,880,506384
684,96,0.032433,1.000000,768,507152
685,114,0.032271,1.000000,912,508064
686,97,0.032109,1.000000,776,508840
687,157,0.031949,1.000000,1256,510096
688,97,0.031789,1.000000,776,510872
689,157,0.031630,1.000000,1256,512128
690,96,0.031472,1.000000,768,512896
691,158,0.031315,1.000000,1264,514160
692,97,0.031158,1.000000,776,514936
693,156,0.031002,1.000000,1248,516184
694,96,0.030847,1.000000,768,516952
695,98,0.030693,1.000000,784,517736
696,154,0.030540,1.000000,1232,518968
697,92,0.030387,1.000000,736,519704
698,118,0.030235,1.000000,944,520648
699,97,0.030084,1.000000,776,521424
700,94,0.029933,1.000000,752,522176
701,96,0.029784,1.000000,768,522944
702,157,0.029635,1.000000,1256,524200
703,96,0.029487,1.000000,768,524968
704,96,0.029339,1.000000,768,525736
705,94,0.029193,1.000000,752,526488
706,155,0.029047,1.000000,1240,527728
707,158,0.028901,1.000000,1264,528992
708,109,0.028757,1.000000,872,529864
709,97,0.028613,1.000000,776,530640
710,156,0.028470,1.000000,1248,531888
711,94,0.028328,1.000000,752,532640
712,160,0.028186,1.000000,1280,533920
713,99,0.028045,1.000000,792,534712
714,99,0.027905,1.000000,792,535504
715,120,0.027765,1.000000,960,536464
716,156,0.027626,1.000000,1248,537712
717,157,0.027488,1.000000,1256,538968
718,155,0.027351,1.000000,1240,540208
719,94,0.027214,1.000000,752,540960
720,99,0.027078,1.000000,792,541752
721,97,0.026943,1.000000,776,542528
722,97,0.026808,1.000000,776,543304
